Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Ni_molar_fraction,Cu_molar_fraction,Ta_molar_fraction,overpotential_V
0.0,0.4,0.2,0.0,0.1,0.3,0.4417569999999999
0.1,0.2,0.0,0.2,0.5,0.0,0.4127659999999999
0.0,0.5,0.0,0.0,0.1,0.4,0.4409109999999999
0.0,0.1,0.2,0.7,0.0,0.0,0.4316979999999999
0.0,0.2,0.0,0.1,0.2,0.5,0.442866
0.3,0.0,0.6,0.0,0.1,0.0,0.439706
0.1,0.0,0.7,0.2,0.0,0.0,0.484512
0.0,0.1,0.2,0.0,0.0,0.7,0.518072
0.3,0.4,0.3,0.0,0.0,0.0,0.390127
0.0,0.0,0.0,0.0,0.7,0.3,0.4293439999999999
0.0,0.0,0.5,0.0,0.2,0.3,0.466858
0.4,0.3,0.3,0.0,0.0,0.0,0.384934
0.6,0.0,0.2,0.1,0.0,0.1,0.492002
0.0,0.1,0.0,0.5,0.3,0.1,0.432965
0.0,0.1,0.0,0.1,0.7,0.1,0.420297
0.0,0.4,0.0,0.0,0.4,0.2,0.423075
0.2,0.0,0.1,0.1,0.0,0.6,0.496321
0.5,0.0,0.0,0.3,0.1,0.1,0.4290229999999999
0.0,0.6,0.1,0.2,0.1,0.0,0.421568
0.0,0.1,0.3,0.2,0.4,0.0,0.43567
0.0,0.3,0.1,0.1,0.5,0.0,0.422593
0.0,0.1,0.5,0.0,0.0,0.4,0.493756
0.3,0.3,0.0,0.2,0.2,0.0,0.405465
0.1,0.2,0.1,0.0,0.6,0.0,0.414412
0.0,0.8,0.1,0.0,0.1,0.0,0.42605
0.1,0.7,0.0,0.0,0.0,0.2,0.409683
0.4,0.0,0.1,0.2,0.0,0.3,0.452722
0.4,0.3,0.0,0.1,0.0,0.2,0.3877239999999999
0.0,0.0,0.2,0.3,0.3,0.2,0.453532
0.1,0.0,0.3,0.0,0.0,0.6,0.492584
0.1,0.6,0.0,0.2,0.0,0.1,0.4357029999999999
0.5,0.2,0.0,0.1,0.0,0.2,0.382293
0.5,0.3,0.0,0.0,0.2,0.0,0.380129
0.4,0.0,0.4,0.2,0.0,0.0,0.467945
0.3,0.2,0.0,0.3,0.2,0.0,0.404717
0.2,0.3,0.0,0.4,0.0,0.1,0.439418
0.0,0.1,0.1,0.5,0.0,0.3,0.488562
0.2,0.3,0.0,0.3,0.0,0.2,0.428814
0.6,0.0,0.0,0.1,0.3,0.0,0.4299479999999999
0.0,0.3,0.4,0.1,0.0,0.2,0.469101
0.0,0.1,0.0,0.3,0.0,0.6,0.507083
0.3,0.1,0.3,0.3,0.0,0.0,0.4630729999999999
0.0,0.0,0.2,0.1,0.7,0.0,0.42275
0.0,0.1,0.4,0.3,0.2,0.0,0.435975
0.0,0.7,0.1,0.1,0.0,0.1,0.450384
0.3,0.1,0.5,0.0,0.1,0.0,0.411388
0.1,0.1,0.2,0.0,0.0,0.6,0.489034
0.2,0.0,0.5,0.2,0.0,0.1,0.488332
0.0,0.0,0.2,0.1,0.5,0.2,0.430253
0.0,0.5,0.3,0.0,0.1,0.1,0.433274
0.1,0.2,0.7,0.0,0.0,0.0,0.41336
0.1,0.1,0.4,0.0,0.0,0.4,0.47866
0.1,0.0,0.5,0.2,0.2,0.0,0.447748
0.1,0.0,0.2,0.0,0.6,0.1,0.43656
0.4,0.1,0.2,0.3,0.0,0.0,0.458524
0.0,0.4,0.0,0.3,0.2,0.1,0.4280529999999999
0.0,0.0,0.1,0.2,0.3,0.4,0.441957
0.5,0.5,0.0,0.0,0.0,0.0,0.39586
0.1,0.4,0.0,0.0,0.1,0.4,0.418851
0.0,0.4,0.4,0.0,0.2,0.0,0.419268
0.0,0.1,0.4,0.0,0.0,0.5,0.500238
0.0,0.0,0.3,0.0,0.6,0.1,0.4265899999999999
0.0,0.3,0.0,0.2,0.3,0.2,0.426892
0.0,0.1,0.0,0.2,0.3,0.4,0.432513
0.3,0.2,0.1,0.4,0.0,0.0,0.435042
0.0,0.2,0.5,0.0,0.1,0.2,0.447451
0.0,0.0,0.3,0.2,0.4,0.1,0.439999
0.4,0.3,0.2,0.1,0.0,0.0,0.443396
0.1,0.0,0.1,0.0,0.6,0.2,0.43783
0.0,0.0,0.1,0.1,0.3,0.5,0.448567
0.0,0.2,0.0,0.3,0.4,0.1,0.425991
0.7,0.2,0.0,0.0,0.0,0.1,0.383073
0.1,0.1,0.2,0.6,0.0,0.0,0.437777
0.1,0.5,0.0,0.3,0.1,0.0,0.42095
0.2,0.5,0.0,0.0,0.1,0.2,0.397763
0.3,0.0,0.0,0.0,0.2,0.5,0.4366609999999999
0.2,0.0,0.0,0.1,0.7,0.0,0.43115
0.6,0.3,0.1,0.0,0.0,0.0,0.370823
0.7,0.1,0.1,0.0,0.0,0.1,0.399883
0.3,0.0,0.4,0.2,0.1,0.0,0.470893
0.3,0.5,0.1,0.0,0.0,0.1,0.392893
0.0,0.0,0.2,0.4,0.3,0.1,0.440684
0.7,0.2,0.0,0.0,0.1,0.0,0.390893
0.0,0.0,0.2,0.1,0.1,0.6,0.46232
0.0,0.1,0.0,0.3,0.1,0.5,0.470838
0.5,0.0,0.1,0.2,0.2,0.0,0.436604
0.0,0.1,0.2,0.1,0.6,0.0,0.418835
0.0,0.1,0.5,0.0,0.1,0.3,0.457621
0.0,0.0,0.4,0.0,0.3,0.3,0.4490409999999999
0.0,0.1,0.2,0.0,0.4,0.3,0.4423979999999999
0.0,0.2,0.2,0.3,0.3,0.0,0.4246569999999999
0.0,0.0,0.0,0.1,0.2,0.7,0.452668
0.0,0.0,0.7,0.0,0.0,0.3,0.514573
0.0,0.0,0.3,0.3,0.2,0.2,0.4602159999999999
0.0,0.1,0.6,0.3,0.0,0.0,0.4496779999999999
0.1,0.0,0.6,0.2,0.0,0.1,0.44987
0.6,0.1,0.1,0.0,0.0,0.2,0.409477
0.1,0.3,0.3,0.3,0.0,0.0,0.4505909999999999
0.3,0.0,0.4,0.3,0.0,0.0,0.471729
0.0,0.0,0.4,0.2,0.3,0.1,0.460596
0.4,0.0,0.1,0.0,0.0,0.5,0.461395
0.0,0.2,0.3,0.3,0.0,0.2,0.4714649999999999
0.0,0.3,0.0,0.0,0.5,0.2,0.4209699999999999
0.0,0.4,0.2,0.1,0.0,0.3,0.485684
0.6,0.1,0.1,0.2,0.0,0.0,0.449141
0.0,0.0,0.0,0.2,0.7,0.1,0.418946
0.0,0.7,0.0,0.0,0.0,0.3,0.459443
0.2,0.3,0.4,0.0,0.1,0.0,0.410233
0.0,0.2,0.3,0.0,0.2,0.3,0.4470479999999999
0.0,0.0,0.1,0.1,0.0,0.8,0.520309
0.0,0.0,0.2,0.7,0.0,0.1,0.442584
0.8,0.0,0.0,0.1,0.1,0.0,0.439351
0.0,0.0,0.0,0.2,0.1,0.7,0.465762
0.0,0.0,0.4,0.0,0.4,0.2,0.433521
0.0,0.0,0.3,0.7,0.0,0.0,0.42203
0.0,0.0,0.1,0.7,0.1,0.1,0.436587
0.1,0.1,0.1,0.0,0.0,0.7,0.487106
0.0,0.2,0.3,0.2,0.3,0.0,0.437004
0.0,0.0,0.7,0.1,0.2,0.0,0.442828
0.4,0.0,0.4,0.0,0.1,0.1,0.445524
0.1,0.0,0.2,0.5,0.0,0.2,0.4569229999999999
0.5,0.0,0.3,0.0,0.2,0.0,0.423803
0.0,0.6,0.1,0.1,0.2,0.0,0.427117
0.0,0.0,0.1,0.1,0.8,0.0,0.423093
0.3,0.1,0.3,0.0,0.3,0.0,0.4107659999999999
0.1,0.1,0.0,0.0,0.3,0.5,0.431071
0.0,0.0,0.3,0.0,0.1,0.6,0.46215
0.2,0.0,0.3,0.0,0.5,0.0,0.436218
0.3,0.4,0.0,0.2,0.0,0.1,0.414954
0.3,0.0,0.3,0.1,0.3,0.0,0.448575
0.1,0.1,0.2,0.0,0.6,0.0,0.4219739999999999
0.3,0.1,0.0,0.6,0.0,0.0,0.430357
0.1,0.8,0.0,0.1,0.0,0.0,0.419929
0.5,0.0,0.0,0.3,0.0,0.2,0.453183
0.6,0.0,0.1,0.0,0.2,0.1,0.437974
0.1,0.0,0.8,0.1,0.0,0.0,0.486361
0.3,0.0,0.0,0.4,0.2,0.1,0.428845
0.5,0.2,0.0,0.0,0.1,0.2,0.3905099999999999
0.5,0.4,0.0,0.0,0.0,0.1,0.37932
0.6,0.2,0.0,0.1,0.1,0.0,0.408173
0.1,0.1,0.3,0.0,0.5,0.0,0.4158989999999999
0.3,0.0,0.0,0.1,0.6,0.0,0.423124
0.4,0.0,0.0,0.2,0.1,0.3,0.4285
0.5,0.3,0.2,0.0,0.0,0.0,0.373282
0.1,0.8,0.1,0.0,0.0,0.0,0.401341
0.2,0.0,0.7,0.1,0.0,0.0,0.465606
0.1,0.5,0.0,0.4,0.0,0.0,0.441858
0.1,0.1,0.6,0.0,0.2,0.0,0.4216479999999999
0.0,0.1,0.6,0.1,0.0,0.2,0.487626
0.2,0.0,0.0,0.4,0.4,0.0,0.413554
0.2,0.5,0.0,0.2,0.1,0.0,0.408227
0.1,0.0,0.4,0.0,0.5,0.0,0.445151
0.0,0.0,0.5,0.3,0.0,0.2,0.4926529999999999
0.3,0.0,0.1,0.2,0.0,0.4,0.475078
0.1,0.6,0.3,0.0,0.0,0.0,0.392996
0.0,0.0,0.7,0.3,0.0,0.0,0.495787
0.0,0.3,0.1,0.6,0.0,0.0,0.447446
0.2,0.0,0.5,0.0,0.0,0.3,0.496271
0.0,0.1,0.0,0.1,0.0,0.8,0.538524
0.0,0.3,0.2,0.3,0.2,0.0,0.426125
0.0,0.0,0.8,0.0,0.1,0.1,0.455818
0.1,0.5,0.0,0.0,0.3,0.1,0.4203979999999999
0.6,0.1,0.0,0.0,0.2,0.1,0.393003
0.0,0.1,0.2,0.0,0.1,0.6,0.468518
0.0,0.1,0.0,0.2,0.2,0.5,0.449901
0.4,0.2,0.0,0.0,0.0,0.4,0.404011
0.3,0.0,0.0,0.1,0.2,0.4,0.42333
0.0,0.0,0.6,0.0,0.4,0.0,0.423581
0.0,0.6,0.2,0.0,0.1,0.1,0.4343609999999999
0.0,0.2,0.0,0.5,0.3,0.0,0.414092
0.1,0.7,0.0,0.2,0.0,0.0,0.423588
0.4,0.4,0.1,0.1,0.0,0.0,0.428372
0.4,0.0,0.2,0.4,0.0,0.0,0.496357
0.3,0.0,0.0,0.1,0.0,0.6,0.479851
0.0,0.0,0.0,0.0,0.9,0.1,0.424835
0.1,0.0,0.5,0.3,0.0,0.1,0.471458
0.0,0.0,0.4,0.5,0.0,0.1,0.470208
0.1,0.4,0.0,0.0,0.4,0.1,0.4179319999999999
0.0,0.3,0.4,0.0,0.2,0.1,0.430651
0.1,0.4,0.2,0.3,0.0,0.0,0.4437399999999999
0.1,0.2,0.1,0.6,0.0,0.0,0.433996
0.1,0.3,0.0,0.0,0.1,0.5,0.4302319999999999
0.0,0.2,0.5,0.1,0.0,0.2,0.473742
0.0,0.5,0.1,0.2,0.0,0.2,0.481359
0.2,0.1,0.2,0.5,0.0,0.0,0.448608
0.1,0.3,0.2,0.0,0.0,0.4,0.457212
0.1,0.0,0.0,0.0,0.2,0.7,0.445789
0.3,0.3,0.0,0.3,0.0,0.1,0.409726
0.0,0.5,0.0,0.2,0.0,0.3,0.4751
0.0,0.0,0.1,0.6,0.2,0.1,0.437699
0.0,0.0,0.2,0.3,0.2,0.3,0.455191
0.4,0.2,0.0,0.3,0.0,0.1,0.4097
0.0,0.2,0.0,0.3,0.3,0.2,0.430924
0.1,0.0,0.0,0.1,0.3,0.5,0.434368
0.5,0.0,0.2,0.0,0.0,0.3,0.467035
0.0,0.2,0.3,0.0,0.3,0.2,0.429909
0.2,0.1,0.0,0.6,0.0,0.1,0.4505479999999999
0.0,0.0,0.5,0.3,0.2,0.0,0.464491
0.1,0.4,0.0,0.3,0.2,0.0,0.414346
0.5,0.0,0.0,0.0,0.1,0.4,0.433483
0.7,0.0,0.0,0.2,0.1,0.0,0.423218
0.2,0.0,0.1,0.3,0.0,0.4,0.4502069999999999
0.0,0.0,0.3,0.1,0.0,0.6,0.4768409999999999
0.2,0.5,0.0,0.2,0.0,0.1,0.415989
0.3,0.3,0.1,0.0,0.0,0.3,0.421415
0.0,0.1,0.0,0.8,0.1,0.0,0.437187
0.0,0.1,0.7,0.1,0.1,0.0,0.430622
0.0,0.0,0.6,0.1,0.0,0.3,0.469894
0.4,0.0,0.2,0.1,0.3,0.0,0.4498529999999999
0.2,0.0,0.1,0.3,0.4,0.0,0.424313
0.3,0.0,0.3,0.0,0.2,0.2,0.449323
0.0,0.1,0.4,0.5,0.0,0.0,0.4687979999999999
0.0,0.0,0.2,0.0,0.3,0.5,0.449908
0.4,0.1,0.0,0.1,0.0,0.4,0.418447
0.0,0.2,0.0,0.3,0.5,0.0,0.41502
0.2,0.0,0.5,0.1,0.0,0.2,0.5041760000000001
0.0,0.0,0.1,0.4,0.2,0.3,0.465413
0.0,0.0,0.2,0.0,0.7,0.1,0.424967
0.0,0.2,0.1,0.5,0.0,0.2,0.473038
0.2,0.2,0.0,0.3,0.0,0.3,0.449747
0.0,0.1,0.2,0.0,0.7,0.0,0.410332
0.7,0.0,0.2,0.0,0.0,0.1,0.462838
0.2,0.3,0.4,0.1,0.0,0.0,0.437
0.1,0.6,0.0,0.0,0.1,0.2,0.412743
0.2,0.1,0.5,0.2,0.0,0.0,0.452883
0.4,0.2,0.3,0.1,0.0,0.0,0.427962
0.2,0.0,0.0,0.1,0.6,0.1,0.428641
0.3,0.0,0.0,0.1,0.3,0.3,0.430502
0.3,0.7,0.0,0.0,0.0,0.0,0.3915909999999999
0.0,0.3,0.0,0.2,0.1,0.4,0.445827
0.3,0.6,0.0,0.0,0.0,0.1,0.400486
0.1,0.0,0.1,0.0,0.4,0.4,0.449805
0.0,0.4,0.1,0.4,0.0,0.1,0.455952
0.0,0.4,0.0,0.2,0.1,0.3,0.439429
0.6,0.1,0.0,0.3,0.0,0.0,0.417831
0.0,0.1,0.1,0.8,0.0,0.0,0.431655
0.0,0.2,0.0,0.3,0.0,0.5,0.502926
0.3,0.3,0.0,0.4,0.0,0.0,0.421358
0.0,0.0,0.9,0.0,0.1,0.0,0.440293
0.0,0.3,0.0,0.2,0.0,0.5,0.491246
0.2,0.2,0.0,0.5,0.0,0.1,0.442179
0.5,0.1,0.0,0.0,0.3,0.1,0.3986719999999999
0.0,0.2,0.0,0.2,0.1,0.5,0.44993
0.0,0.3,0.1,0.4,0.0,0.2,0.4726619999999999
0.1,0.1,0.5,0.0,0.0,0.3,0.476388
0.0,0.0,0.0,0.2,0.3,0.5,0.441239
0.0,0.5,0.1,0.2,0.2,0.0,0.425166
0.4,0.2,0.0,0.1,0.0,0.3,0.40818
0.0,0.3,0.0,0.2,0.2,0.3,0.436035
0.1,0.5,0.0,0.2,0.2,0.0,0.4123529999999999
0.3,0.2,0.2,0.0,0.0,0.3,0.443597
0.0,0.4,0.2,0.0,0.4,0.0,0.410886
0.5,0.4,0.0,0.0,0.1,0.0,0.402236
0.3,0.3,0.2,0.2,0.0,0.0,0.451218
0.2,0.2,0.1,0.5,0.0,0.0,0.4455909999999999
0.1,0.0,0.5,0.2,0.0,0.2,0.50657
0.3,0.1,0.0,0.0,0.2,0.4,0.416387
0.1,0.0,0.2,0.0,0.1,0.6,0.469346
0.2,0.0,0.5,0.3,0.0,0.0,0.489422
0.6,0.0,0.1,0.0,0.0,0.3,0.475372
0.1,0.7,0.1,0.0,0.0,0.1,0.428305
0.1,0.5,0.2,0.0,0.0,0.2,0.4331149999999999
0.0,0.0,0.4,0.0,0.2,0.4,0.4639859999999999
0.1,0.0,0.3,0.0,0.4,0.2,0.452258
0.1,0.0,0.0,0.2,0.6,0.1,0.423846
0.0,0.1,0.2,0.0,0.2,0.5,0.4613649999999999
0.0,0.1,0.3,0.3,0.0,0.3,0.491509
0.0,0.1,0.6,0.0,0.0,0.3,0.481505
0.0,0.2,0.1,0.0,0.0,0.7,0.513464
0.5,0.0,0.0,0.4,0.1,0.0,0.440142
0.2,0.0,0.4,0.4,0.0,0.0,0.510452
0.4,0.0,0.2,0.0,0.1,0.3,0.463335
0.0,0.7,0.0,0.0,0.2,0.1,0.431119
0.2,0.0,0.1,0.0,0.0,0.7,0.482718
0.0,0.2,0.0,0.0,0.7,0.1,0.418456
0.9,0.1,0.0,0.0,0.0,0.0,0.376736
0.0,0.5,0.0,0.0,0.0,0.5,0.472505
0.0,0.2,0.0,0.1,0.6,0.1,0.417827
0.0,0.0,0.0,0.4,0.1,0.5,0.482501
0.0,0.0,0.0,0.2,0.5,0.3,0.434571
0.4,0.2,0.3,0.0,0.1,0.0,0.39193
0.2,0.0,0.0,0.0,0.1,0.7,0.465122
0.0,0.2,0.4,0.4,0.0,0.0,0.464816
0.0,0.1,0.5,0.2,0.2,0.0,0.441859
0.0,0.3,0.1,0.3,0.0,0.3,0.47955
0.1,0.0,0.2,0.3,0.4,0.0,0.426436
0.5,0.2,0.0,0.3,0.0,0.0,0.4145689999999999
0.0,0.1,0.1,0.4,0.4,0.0,0.423297
0.2,0.5,0.2,0.1,0.0,0.0,0.423779
0.0,0.0,0.2,0.1,0.3,0.4,0.450022
0.2,0.6,0.1,0.1,0.0,0.0,0.4141
0.1,0.2,0.0,0.7,0.0,0.0,0.430486
0.0,0.3,0.2,0.1,0.0,0.4,0.499802
0.4,0.0,0.3,0.1,0.0,0.2,0.482504
0.0,0.3,0.1,0.0,0.2,0.4,0.441656
0.4,0.1,0.0,0.3,0.0,0.2,0.41698
0.0,0.6,0.0,0.0,0.1,0.3,0.431239
0.0,0.7,0.3,0.0,0.0,0.0,0.424162
0.1,0.0,0.0,0.8,0.1,0.0,0.430664
0.1,0.0,0.3,0.5,0.1,0.0,0.451003
0.1,0.0,0.7,0.0,0.2,0.0,0.4395699999999999
0.1,0.0,0.2,0.4,0.3,0.0,0.428708
0.0,0.1,0.1,0.2,0.0,0.6,0.491991
0.1,0.0,0.0,0.1,0.7,0.1,0.425054
0.7,0.0,0.0,0.1,0.2,0.0,0.415502
0.1,0.6,0.0,0.1,0.0,0.2,0.428627
0.0,0.4,0.1,0.0,0.2,0.3,0.441509
0.0,0.6,0.0,0.0,0.4,0.0,0.415604
0.1,0.1,0.0,0.5,0.3,0.0,0.4128449999999999
0.3,0.0,0.2,0.0,0.5,0.0,0.42937
0.6,0.0,0.0,0.1,0.1,0.2,0.423016
0.5,0.2,0.2,0.0,0.0,0.1,0.415695
0.3,0.0,0.4,0.1,0.0,0.2,0.4817109999999999
0.1,0.2,0.0,0.6,0.0,0.1,0.450885
0.3,0.0,0.0,0.0,0.7,0.0,0.426114
0.0,0.9,0.0,0.1,0.0,0.0,0.440172
0.0,0.3,0.3,0.2,0.2,0.0,0.435095
0.0,0.5,0.3,0.1,0.0,0.1,0.450804
0.1,0.0,0.1,0.7,0.1,0.0,0.434342
0.0,0.1,0.1,0.0,0.5,0.3,0.423357
0.4,0.3,0.0,0.1,0.2,0.0,0.411415
0.5,0.0,0.5,0.0,0.0,0.0,0.4376609999999999
0.0,0.3,0.6,0.0,0.0,0.1,0.441259
0.0,0.3,0.1,0.0,0.0,0.6,0.490806
0.3,0.0,0.4,0.2,0.0,0.1,0.479131
0.5,0.1,0.0,0.4,0.0,0.0,0.439105
0.0,0.1,0.4,0.2,0.3,0.0,0.442717
0.2,0.1,0.0,0.7,0.0,0.0,0.438397
0.0,0.0,0.4,0.0,0.0,0.6,0.5097149999999999
0.4,0.1,0.2,0.0,0.0,0.3,0.452942
0.1,0.0,0.0,0.6,0.1,0.2,0.465199
0.3,0.0,0.1,0.0,0.5,0.1,0.4468569999999999
0.3,0.3,0.3,0.0,0.1,0.0,0.3976159999999999
0.6,0.1,0.0,0.0,0.1,0.2,0.410081
0.3,0.0,0.3,0.0,0.4,0.0,0.436746
0.0,0.5,0.0,0.2,0.1,0.2,0.439989
0.0,0.1,0.5,0.3,0.1,0.0,0.4634149999999999
0.3,0.2,0.0,0.1,0.0,0.4,0.4163729999999999
0.0,0.5,0.0,0.4,0.0,0.1,0.434601
0.0,0.0,0.6,0.0,0.0,0.4,0.501153
0.3,0.0,0.4,0.0,0.2,0.1,0.445028
0.3,0.4,0.2,0.1,0.0,0.0,0.437197
0.1,0.7,0.1,0.0,0.1,0.0,0.404569
0.1,0.3,0.1,0.0,0.5,0.0,0.410697
0.3,0.0,0.5,0.2,0.0,0.0,0.4809319999999999
0.1,0.5,0.2,0.0,0.2,0.0,0.4123819999999999
0.0,0.1,0.0,0.8,0.0,0.1,0.471443
0.0,0.0,0.2,0.5,0.3,0.0,0.438893
0.3,0.5,0.1,0.0,0.1,0.0,0.390892
0.0,0.3,0.2,0.0,0.3,0.2,0.43283
0.0,0.0,0.1,0.2,0.6,0.1,0.417004
0.4,0.0,0.0,0.0,0.3,0.3,0.42578
0.0,0.4,0.4,0.0,0.0,0.2,0.459844
0.4,0.1,0.3,0.0,0.0,0.2,0.422481
0.0,0.5,0.0,0.3,0.1,0.1,0.437618
0.0,0.4,0.0,0.3,0.1,0.2,0.4497529999999999
0.1,0.3,0.5,0.1,0.0,0.0,0.445935
0.0,0.1,0.0,0.2,0.6,0.1,0.4144819999999999
0.0,0.0,0.0,0.5,0.0,0.5,0.442664
0.0,0.1,0.5,0.0,0.3,0.1,0.428516
0.5,0.0,0.0,0.0,0.2,0.3,0.428821
0.8,0.0,0.0,0.1,0.0,0.1,0.449005
0.0,0.3,0.7,0.0,0.0,0.0,0.4204569999999999
0.0,0.4,0.4,0.1,0.1,0.0,0.412588
0.1,0.4,0.1,0.0,0.4,0.0,0.422452
0.3,0.4,0.0,0.1,0.2,0.0,0.412533
0.0,0.3,0.2,0.0,0.2,0.3,0.443967
0.3,0.0,0.0,0.1,0.5,0.1,0.4255819999999999
0.1,0.0,0.5,0.0,0.4,0.0,0.4363189999999999
0.3,0.1,0.0,0.5,0.1,0.0,0.415394
0.4,0.2,0.0,0.1,0.3,0.0,0.407904
0.5,0.3,0.1,0.0,0.0,0.1,0.4019
0.1,0.5,0.0,0.0,0.0,0.4,0.4308369999999999
0.2,0.5,0.1,0.0,0.0,0.2,0.423192
0.0,0.4,0.0,0.1,0.2,0.3,0.4308619999999999
0.0,0.3,0.3,0.0,0.1,0.3,0.456766
0.5,0.0,0.1,0.0,0.0,0.4,0.473762
0.0,0.1,0.2,0.0,0.5,0.2,0.422268
0.0,0.3,0.0,0.3,0.1,0.3,0.4517989999999999
0.6,0.1,0.2,0.1,0.0,0.0,0.450984
0.0,0.4,0.0,0.2,0.0,0.4,0.492012
0.0,0.1,0.1,0.7,0.0,0.1,0.453358
0.0,0.1,0.0,0.2,0.5,0.2,0.426138
0.0,0.0,0.0,0.1,0.0,0.9,0.495583
0.1,0.0,0.3,0.3,0.0,0.3,0.503546
0.0,0.2,0.0,0.5,0.2,0.1,0.435002
0.5,0.0,0.4,0.1,0.0,0.0,0.488387
0.0,0.0,0.5,0.0,0.0,0.5,0.547515
0.7,0.0,0.1,0.1,0.1,0.0,0.45685
0.1,0.0,0.3,0.2,0.4,0.0,0.439029
0.0,0.3,0.2,0.2,0.3,0.0,0.432372
0.0,0.1,0.3,0.0,0.5,0.1,0.420757
0.1,0.5,0.1,0.0,0.0,0.3,0.432368
0.0,0.3,0.0,0.1,0.6,0.0,0.42099
0.2,0.7,0.0,0.0,0.1,0.0,0.39487
0.0,0.4,0.2,0.4,0.0,0.0,0.450271
0.2,0.0,0.3,0.2,0.0,0.3,0.4792
0.3,0.3,0.2,0.0,0.2,0.0,0.399221
0.4,0.0,0.0,0.2,0.4,0.0,0.428531
0.1,0.7,0.0,0.1,0.0,0.1,0.425272
0.6,0.0,0.1,0.3,0.0,0.0,0.468959
0.1,0.2,0.0,0.0,0.2,0.5,0.431733
0.0,0.0,0.3,0.0,0.2,0.5,0.468088
0.0,0.0,0.0,0.4,0.4,0.2,0.445586
0.2,0.1,0.0,0.2,0.5,0.0,0.419327
0.0,0.3,0.2,0.4,0.0,0.1,0.45085
0.0,0.4,0.2,0.0,0.3,0.1,0.423212
0.3,0.0,0.1,0.5,0.1,0.0,0.463067
0.0,0.2,0.1,0.6,0.0,0.1,0.449723
0.5,0.0,0.0,0.1,0.2,0.2,0.433896
0.1,0.0,0.3,0.2,0.0,0.4,0.499933
0.3,0.2,0.0,0.4,0.0,0.1,0.4191029999999999
0.2,0.6,0.0,0.0,0.1,0.1,0.398609
0.3,0.0,0.1,0.1,0.0,0.5,0.469941
0.1,0.3,0.0,0.4,0.0,0.2,0.459038
0.0,0.3,0.0,0.5,0.1,0.1,0.445175
0.0,0.0,0.8,0.1,0.1,0.0,0.451339
0.5,0.0,0.1,0.0,0.1,0.3,0.445488
0.3,0.0,0.6,0.0,0.0,0.1,0.46492
0.4,0.0,0.0,0.1,0.3,0.2,0.430683
0.2,0.0,0.0,0.0,0.4,0.4,0.43466
0.6,0.1,0.0,0.0,0.0,0.3,0.4206149999999999
0.0,0.1,0.0,0.3,0.3,0.3,0.435674
0.0,0.1,0.0,0.1,0.4,0.4,0.433399
0.4,0.3,0.0,0.0,0.0,0.3,0.399018
0.2,0.1,0.0,0.3,0.4,0.0,0.407502
0.0,0.2,0.0,0.0,0.3,0.5,0.432791
0.2,0.0,0.2,0.0,0.5,0.1,0.4388359999999999
0.0,0.3,0.5,0.1,0.1,0.0,0.426209
0.0,0.2,0.5,0.1,0.2,0.0,0.42686
0.0,0.3,0.0,0.1,0.3,0.3,0.4296779999999999
0.4,0.0,0.1,0.5,0.0,0.0,0.4662189999999999
0.0,0.4,0.0,0.5,0.0,0.1,0.453893
0.1,0.0,0.5,0.1,0.0,0.3,0.495329
0.0,0.1,0.3,0.1,0.0,0.5,0.497778
0.0,0.5,0.4,0.0,0.0,0.1,0.44153
0.3,0.2,0.0,0.0,0.4,0.1,0.400868
0.2,0.1,0.0,0.4,0.0,0.3,0.451045
0.2,0.0,0.3,0.3,0.0,0.2,0.485406
0.4,0.0,0.1,0.4,0.1,0.0,0.456211
0.2,0.1,0.6,0.1,0.0,0.0,0.457896
0.0,0.2,0.3,0.0,0.1,0.4,0.4558279999999999
0.0,0.1,0.4,0.0,0.2,0.3,0.4536189999999999
0.1,0.1,0.0,0.6,0.0,0.2,0.474093
0.1,0.3,0.0,0.3,0.3,0.0,0.411592
0.2,0.3,0.5,0.0,0.0,0.0,0.398461
0.0,0.3,0.0,0.4,0.3,0.0,0.4231609999999999
0.4,0.0,0.1,0.4,0.0,0.1,0.4737479999999999
0.3,0.0,0.0,0.2,0.2,0.3,0.428672
0.2,0.0,0.4,0.0,0.4,0.0,0.439932
0.2,0.0,0.0,0.3,0.5,0.0,0.422548
0.0,0.1,0.0,0.0,0.1,0.8,0.459496
0.0,0.0,0.1,0.0,0.2,0.7,0.454552
0.4,0.1,0.0,0.4,0.1,0.0,0.422378
0.3,0.3,0.0,0.0,0.2,0.2,0.397787
0.0,0.9,0.0,0.0,0.0,0.1,0.446795
0.2,0.6,0.0,0.1,0.0,0.1,0.400862
0.3,0.0,0.6,0.1,0.0,0.0,0.462659
0.0,0.4,0.0,0.2,0.4,0.0,0.417176
0.1,0.6,0.2,0.1,0.0,0.0,0.431081
0.0,0.2,0.0,0.7,0.1,0.0,0.432652
0.3,0.5,0.0,0.0,0.2,0.0,0.39303
0.2,0.1,0.0,0.0,0.5,0.2,0.4052219999999999
0.6,0.1,0.0,0.0,0.3,0.0,0.390003
0.1,0.0,0.0,0.1,0.6,0.2,0.421757
0.4,0.3,0.0,0.2,0.0,0.1,0.396917
0.1,0.0,0.4,0.0,0.3,0.2,0.458418
0.0,0.0,0.4,0.3,0.3,0.0,0.449643
0.0,0.3,0.0,0.1,0.2,0.4,0.439477
