Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Ni_molar_fraction,La_molar_fraction,Ce_molar_fraction,overpotential_V
0.0,0.1,0.2,0.7,0.0,0.0,0.495047
0.0,0.2,0.0,0.1,0.2,0.5,0.39908
0.3,0.0,0.6,0.0,0.1,0.0,0.463132
0.1,0.0,0.7,0.2,0.0,0.0,0.5138739999999999
0.0,0.1,0.2,0.0,0.0,0.7,0.502488
0.3,0.4,0.3,0.0,0.0,0.0,0.390469
0.0,0.0,0.0,0.0,0.7,0.3,0.437616
0.0,0.0,0.5,0.0,0.2,0.3,0.461183
0.4,0.3,0.3,0.0,0.0,0.0,0.381423
0.6,0.0,0.2,0.1,0.0,0.1,0.4062409999999999
0.0,0.1,0.0,0.5,0.3,0.1,0.427289
0.0,0.1,0.0,0.1,0.7,0.1,0.393137
0.0,0.4,0.0,0.0,0.4,0.2,0.396039
0.2,0.0,0.1,0.1,0.0,0.6,0.405106
0.5,0.0,0.0,0.3,0.1,0.1,0.38495
0.0,0.6,0.1,0.2,0.1,0.0,0.376269
0.0,0.1,0.3,0.2,0.4,0.0,0.393161
0.0,0.3,0.1,0.1,0.5,0.0,0.374178
0.0,0.1,0.5,0.0,0.0,0.4,0.525987
0.3,0.3,0.0,0.2,0.2,0.0,0.369218
0.1,0.2,0.1,0.0,0.6,0.0,0.380001
0.0,0.8,0.1,0.0,0.1,0.0,0.389928
0.1,0.7,0.0,0.0,0.0,0.2,0.442489
0.4,0.0,0.1,0.2,0.0,0.3,0.481235
0.4,0.3,0.0,0.1,0.0,0.2,0.345277
0.0,0.0,0.2,0.3,0.3,0.2,0.438751
0.1,0.0,0.3,0.0,0.0,0.6,0.424196
0.1,0.6,0.0,0.2,0.0,0.1,0.402557
0.5,0.2,0.0,0.1,0.0,0.2,0.357249
0.5,0.3,0.0,0.0,0.2,0.0,0.378031
0.4,0.0,0.4,0.2,0.0,0.0,0.450416
0.3,0.2,0.0,0.3,0.2,0.0,0.377391
0.2,0.3,0.0,0.4,0.0,0.1,0.407563
0.0,0.1,0.1,0.5,0.0,0.3,0.538639
0.2,0.3,0.0,0.3,0.0,0.2,0.400179
0.6,0.0,0.0,0.1,0.3,0.0,0.412189
0.0,0.3,0.4,0.1,0.0,0.2,0.475466
0.0,0.1,0.0,0.3,0.0,0.6,0.5199
0.3,0.1,0.3,0.3,0.0,0.0,0.40051
0.0,0.0,0.2,0.1,0.7,0.0,0.4150109999999999
0.0,0.1,0.4,0.3,0.2,0.0,0.425728
0.0,0.7,0.1,0.1,0.0,0.1,0.408588
0.3,0.1,0.5,0.0,0.1,0.0,0.4255489999999999
0.1,0.1,0.2,0.0,0.0,0.6,0.377928
0.2,0.0,0.5,0.2,0.0,0.1,0.592973
0.0,0.0,0.2,0.1,0.5,0.2,0.412112
0.0,0.5,0.3,0.0,0.1,0.1,0.422138
0.1,0.2,0.7,0.0,0.0,0.0,0.509437
0.1,0.1,0.4,0.0,0.0,0.4,0.427415
0.1,0.0,0.5,0.2,0.2,0.0,0.4632199999999999
0.1,0.0,0.2,0.0,0.6,0.1,0.410392
0.4,0.1,0.2,0.3,0.0,0.0,0.370638
0.0,0.4,0.0,0.3,0.2,0.1,0.406704
0.0,0.0,0.1,0.2,0.3,0.4,0.42776
0.5,0.5,0.0,0.0,0.0,0.0,0.376425
0.1,0.4,0.0,0.0,0.1,0.4,0.401439
0.0,0.4,0.4,0.0,0.2,0.0,0.4241359999999999
0.0,0.1,0.4,0.0,0.0,0.5,0.496731
0.0,0.0,0.3,0.0,0.6,0.1,0.439721
0.0,0.3,0.0,0.2,0.3,0.2,0.406365
0.0,0.1,0.0,0.2,0.3,0.4,0.413951
0.3,0.2,0.1,0.4,0.0,0.0,0.373093
0.0,0.2,0.5,0.0,0.1,0.2,0.436263
0.0,0.0,0.3,0.2,0.4,0.1,0.402219
0.4,0.3,0.2,0.1,0.0,0.0,0.370257
0.1,0.0,0.1,0.0,0.6,0.2,0.420671
0.0,0.0,0.1,0.1,0.3,0.5,0.422377
0.0,0.2,0.0,0.3,0.4,0.1,0.4227109999999999
0.7,0.2,0.0,0.0,0.0,0.1,0.3603699999999999
0.1,0.1,0.2,0.6,0.0,0.0,0.427851
0.1,0.5,0.0,0.3,0.1,0.0,0.376232
0.2,0.5,0.0,0.0,0.1,0.2,0.363952
0.3,0.0,0.0,0.0,0.2,0.5,0.403582
0.2,0.0,0.0,0.1,0.7,0.0,0.395805
0.6,0.3,0.1,0.0,0.0,0.0,0.3433179999999999
0.7,0.1,0.1,0.0,0.0,0.1,0.349921
0.3,0.0,0.4,0.2,0.1,0.0,0.430022
0.3,0.5,0.1,0.0,0.0,0.1,0.358811
0.0,0.0,0.2,0.4,0.3,0.1,0.391155
0.7,0.2,0.0,0.0,0.1,0.0,0.382548
0.0,0.0,0.2,0.1,0.1,0.6,0.426197
0.0,0.1,0.0,0.3,0.1,0.5,0.433626
0.5,0.0,0.1,0.2,0.2,0.0,0.377127
0.0,0.1,0.2,0.1,0.6,0.0,0.401055
0.0,0.1,0.5,0.0,0.1,0.3,0.454605
0.0,0.0,0.4,0.0,0.3,0.3,0.483916
0.0,0.1,0.2,0.0,0.4,0.3,0.4578319999999999
0.0,0.2,0.2,0.3,0.3,0.0,0.369375
0.0,0.0,0.0,0.1,0.2,0.7,0.417672
0.0,0.0,0.7,0.0,0.0,0.3,0.7499279999999999
0.0,0.0,0.3,0.3,0.2,0.2,0.449738
0.0,0.1,0.6,0.3,0.0,0.0,0.598001
0.1,0.0,0.6,0.2,0.0,0.1,0.663573
0.6,0.1,0.1,0.0,0.0,0.2,0.363954
0.1,0.3,0.3,0.3,0.0,0.0,0.409806
0.3,0.0,0.4,0.3,0.0,0.0,0.483872
0.0,0.0,0.4,0.2,0.3,0.1,0.412202
0.4,0.0,0.1,0.0,0.0,0.5,0.468556
0.0,0.2,0.3,0.3,0.0,0.2,0.4919439999999999
0.0,0.3,0.0,0.0,0.5,0.2,0.4053
0.0,0.4,0.2,0.1,0.0,0.3,0.4418829999999999
0.6,0.1,0.1,0.2,0.0,0.0,0.378158
0.0,0.0,0.0,0.2,0.7,0.1,0.406114
0.0,0.7,0.0,0.0,0.0,0.3,0.471605
0.2,0.3,0.4,0.0,0.1,0.0,0.419368
0.0,0.2,0.3,0.0,0.2,0.3,0.425643
0.0,0.0,0.1,0.1,0.0,0.8,0.541953
0.0,0.0,0.2,0.7,0.0,0.1,0.603137
0.8,0.0,0.0,0.1,0.1,0.0,0.394748
0.0,0.0,0.0,0.2,0.1,0.7,0.412867
0.0,0.0,0.4,0.0,0.4,0.2,0.5094529999999999
0.0,0.0,0.3,0.7,0.0,0.0,0.519648
0.0,0.0,0.1,0.7,0.1,0.1,0.51025
0.1,0.1,0.1,0.0,0.0,0.7,0.392387
0.0,0.2,0.3,0.2,0.3,0.0,0.394715
0.0,0.0,0.7,0.1,0.2,0.0,0.4737399999999999
0.4,0.0,0.4,0.0,0.1,0.1,0.4445689999999999
0.1,0.0,0.2,0.5,0.0,0.2,0.498391
0.5,0.0,0.3,0.0,0.2,0.0,0.396966
0.0,0.6,0.1,0.1,0.2,0.0,0.383802
0.0,0.0,0.1,0.1,0.8,0.0,0.424417
0.3,0.1,0.3,0.0,0.3,0.0,0.406069
0.1,0.1,0.0,0.0,0.3,0.5,0.401421
0.0,0.0,0.3,0.0,0.1,0.6,0.4548
0.2,0.0,0.3,0.0,0.5,0.0,0.4390779999999999
0.3,0.4,0.0,0.2,0.0,0.1,0.36233
0.3,0.0,0.3,0.1,0.3,0.0,0.441251
0.1,0.1,0.2,0.0,0.6,0.0,0.427564
0.3,0.1,0.0,0.6,0.0,0.0,0.431327
0.1,0.8,0.0,0.1,0.0,0.0,0.399517
0.5,0.0,0.0,0.3,0.0,0.2,0.45235
0.6,0.0,0.1,0.0,0.2,0.1,0.405032
0.1,0.0,0.8,0.1,0.0,0.0,0.481444
0.3,0.0,0.0,0.4,0.2,0.1,0.40473
0.5,0.2,0.0,0.0,0.1,0.2,0.365973
0.5,0.4,0.0,0.0,0.0,0.1,0.3695179999999999
0.6,0.2,0.0,0.1,0.1,0.0,0.362532
0.1,0.1,0.3,0.0,0.5,0.0,0.418321
0.3,0.0,0.0,0.1,0.6,0.0,0.395656
0.4,0.0,0.0,0.2,0.1,0.3,0.400801
0.5,0.3,0.2,0.0,0.0,0.0,0.376551
0.1,0.8,0.1,0.0,0.0,0.0,0.400893
0.2,0.0,0.7,0.1,0.0,0.0,0.5086390000000001
0.1,0.5,0.0,0.4,0.0,0.0,0.39145
0.1,0.1,0.6,0.0,0.2,0.0,0.494191
0.0,0.1,0.6,0.1,0.0,0.2,0.608544
0.2,0.0,0.0,0.4,0.4,0.0,0.39494
0.2,0.5,0.0,0.2,0.1,0.0,0.373658
0.1,0.0,0.4,0.0,0.5,0.0,0.453292
0.0,0.0,0.5,0.3,0.0,0.2,0.712214
0.3,0.0,0.1,0.2,0.0,0.4,0.487513
0.1,0.6,0.3,0.0,0.0,0.0,0.419671
0.0,0.0,0.7,0.3,0.0,0.0,0.655227
0.0,0.3,0.1,0.6,0.0,0.0,0.465826
0.2,0.0,0.5,0.0,0.0,0.3,0.5092409999999999
0.0,0.1,0.0,0.1,0.0,0.8,0.523555
0.0,0.3,0.2,0.3,0.2,0.0,0.3835929999999999
0.0,0.0,0.8,0.0,0.1,0.1,0.51162
0.1,0.5,0.0,0.0,0.3,0.1,0.4266569999999999
0.6,0.1,0.0,0.0,0.2,0.1,0.365618
0.0,0.1,0.2,0.0,0.1,0.6,0.452001
0.0,0.1,0.0,0.2,0.2,0.5,0.419655
0.4,0.2,0.0,0.0,0.0,0.4,0.373759
0.3,0.0,0.0,0.1,0.2,0.4,0.412652
0.0,0.0,0.6,0.0,0.4,0.0,0.442605
0.0,0.6,0.2,0.0,0.1,0.1,0.410059
0.0,0.2,0.0,0.5,0.3,0.0,0.4093219999999999
0.1,0.7,0.0,0.2,0.0,0.0,0.390777
0.4,0.4,0.1,0.1,0.0,0.0,0.349873
0.4,0.0,0.2,0.4,0.0,0.0,0.430303
0.3,0.0,0.0,0.1,0.0,0.6,0.460744
0.0,0.0,0.0,0.0,0.9,0.1,0.413246
0.1,0.0,0.5,0.3,0.0,0.1,0.606212
0.0,0.0,0.4,0.5,0.0,0.1,0.602726
0.1,0.4,0.0,0.0,0.4,0.1,0.405989
0.0,0.3,0.4,0.0,0.2,0.1,0.4212329999999999
0.1,0.4,0.2,0.3,0.0,0.0,0.385291
0.1,0.2,0.1,0.6,0.0,0.0,0.400988
0.1,0.3,0.0,0.0,0.1,0.5,0.4077159999999999
0.0,0.2,0.5,0.1,0.0,0.2,0.485274
0.0,0.5,0.1,0.2,0.0,0.2,0.417466
0.2,0.1,0.2,0.5,0.0,0.0,0.3849309999999999
0.1,0.3,0.2,0.0,0.0,0.4,0.4109029999999999
0.1,0.0,0.0,0.0,0.2,0.7,0.412709
0.3,0.3,0.0,0.3,0.0,0.1,0.3659719999999999
0.0,0.5,0.0,0.2,0.0,0.3,0.440499
0.0,0.0,0.1,0.6,0.2,0.1,0.406736
0.0,0.0,0.2,0.3,0.2,0.3,0.431807
0.4,0.2,0.0,0.3,0.0,0.1,0.372741
0.0,0.2,0.0,0.3,0.3,0.2,0.430505
0.1,0.0,0.0,0.1,0.3,0.5,0.409255
0.5,0.0,0.2,0.0,0.0,0.3,0.4124899999999999
0.0,0.2,0.3,0.0,0.3,0.2,0.434255
0.2,0.1,0.0,0.6,0.0,0.1,0.423872
0.0,0.0,0.5,0.3,0.2,0.0,0.448954
0.1,0.4,0.0,0.3,0.2,0.0,0.387573
0.5,0.0,0.0,0.0,0.1,0.4,0.430453
0.7,0.0,0.0,0.2,0.1,0.0,0.3904809999999999
0.2,0.0,0.1,0.3,0.0,0.4,0.431328
0.0,0.0,0.3,0.1,0.0,0.6,0.5272939999999999
0.2,0.5,0.0,0.2,0.0,0.1,0.376861
0.3,0.3,0.1,0.0,0.0,0.3,0.358596
0.0,0.1,0.0,0.8,0.1,0.0,0.437569
0.0,0.1,0.7,0.1,0.1,0.0,0.465072
0.0,0.0,0.6,0.1,0.0,0.3,0.679109
0.4,0.0,0.2,0.1,0.3,0.0,0.4124899999999999
0.2,0.0,0.1,0.3,0.4,0.0,0.375664
0.3,0.0,0.3,0.0,0.2,0.2,0.44948
0.0,0.1,0.4,0.5,0.0,0.0,0.495618
0.0,0.0,0.2,0.0,0.3,0.5,0.424795
0.4,0.1,0.0,0.1,0.0,0.4,0.387047
0.0,0.2,0.0,0.3,0.5,0.0,0.402383
0.2,0.0,0.5,0.1,0.0,0.2,0.5672590000000001
0.0,0.0,0.1,0.4,0.2,0.3,0.457646
0.0,0.0,0.2,0.0,0.7,0.1,0.420994
0.0,0.2,0.1,0.5,0.0,0.2,0.512567
0.2,0.2,0.0,0.3,0.0,0.3,0.416354
0.0,0.1,0.2,0.0,0.7,0.0,0.4251609999999999
0.7,0.0,0.2,0.0,0.0,0.1,0.4157479999999999
0.2,0.3,0.4,0.1,0.0,0.0,0.408364
0.1,0.6,0.0,0.0,0.1,0.2,0.399471
0.2,0.1,0.5,0.2,0.0,0.0,0.442974
0.4,0.2,0.3,0.1,0.0,0.0,0.395504
0.2,0.0,0.0,0.1,0.6,0.1,0.423127
0.3,0.0,0.0,0.1,0.3,0.3,0.401698
0.3,0.7,0.0,0.0,0.0,0.0,0.385154
0.0,0.3,0.0,0.2,0.1,0.4,0.433217
0.3,0.6,0.0,0.0,0.0,0.1,0.375202
0.1,0.0,0.1,0.0,0.4,0.4,0.44104
0.0,0.4,0.1,0.4,0.0,0.1,0.438141
0.0,0.4,0.0,0.2,0.1,0.3,0.429238
0.6,0.1,0.0,0.3,0.0,0.0,0.386973
0.0,0.1,0.1,0.8,0.0,0.0,0.527072
0.0,0.2,0.0,0.3,0.0,0.5,0.516741
0.3,0.3,0.0,0.4,0.0,0.0,0.370901
0.0,0.0,0.9,0.0,0.1,0.0,0.492347
0.0,0.3,0.0,0.2,0.0,0.5,0.507718
0.2,0.2,0.0,0.5,0.0,0.1,0.408486
0.5,0.1,0.0,0.0,0.3,0.1,0.355995
0.0,0.2,0.0,0.2,0.1,0.5,0.408792
0.0,0.3,0.1,0.4,0.0,0.2,0.45842
0.1,0.1,0.5,0.0,0.0,0.3,0.4775109999999999
0.0,0.0,0.0,0.2,0.3,0.5,0.408903
0.0,0.5,0.1,0.2,0.2,0.0,0.376972
0.4,0.2,0.0,0.1,0.0,0.3,0.357409
0.0,0.3,0.0,0.2,0.2,0.3,0.408724
0.1,0.5,0.0,0.2,0.2,0.0,0.385855
0.3,0.2,0.2,0.0,0.0,0.3,0.3840389999999999
0.0,0.4,0.2,0.0,0.4,0.0,0.413622
0.5,0.4,0.0,0.0,0.1,0.0,0.381771
0.3,0.3,0.2,0.2,0.0,0.0,0.365638
0.2,0.2,0.1,0.5,0.0,0.0,0.415413
0.1,0.0,0.5,0.2,0.0,0.2,0.531077
0.3,0.1,0.0,0.0,0.2,0.4,0.390555
0.1,0.0,0.2,0.0,0.1,0.6,0.407097
0.2,0.0,0.5,0.3,0.0,0.0,0.536688
0.6,0.0,0.1,0.0,0.0,0.3,0.4091909999999999
0.1,0.7,0.1,0.0,0.0,0.1,0.405677
0.1,0.5,0.2,0.0,0.0,0.2,0.4068719999999999
0.0,0.0,0.4,0.0,0.2,0.4,0.469289
0.1,0.0,0.3,0.0,0.4,0.2,0.458331
0.1,0.0,0.0,0.2,0.6,0.1,0.406428
0.0,0.1,0.2,0.0,0.2,0.5,0.433512
0.0,0.1,0.3,0.3,0.0,0.3,0.4926779999999999
0.0,0.1,0.6,0.0,0.0,0.3,0.578563
0.0,0.2,0.1,0.0,0.0,0.7,0.50025
0.5,0.0,0.0,0.4,0.1,0.0,0.386142
0.2,0.0,0.4,0.4,0.0,0.0,0.453218
0.4,0.0,0.2,0.0,0.1,0.3,0.436922
0.0,0.7,0.0,0.0,0.2,0.1,0.4233979999999999
0.2,0.0,0.1,0.0,0.0,0.7,0.448327
0.0,0.2,0.0,0.0,0.7,0.1,0.406091
0.9,0.1,0.0,0.0,0.0,0.0,0.357844
0.0,0.5,0.0,0.0,0.0,0.5,0.513788
0.0,0.2,0.0,0.1,0.6,0.1,0.411155
0.0,0.0,0.0,0.4,0.1,0.5,0.4426029999999999
0.0,0.0,0.0,0.2,0.5,0.3,0.4342899999999999
0.4,0.2,0.3,0.0,0.1,0.0,0.392049
0.2,0.0,0.0,0.0,0.1,0.7,0.44469
0.0,0.2,0.4,0.4,0.0,0.0,0.476597
0.0,0.1,0.5,0.2,0.2,0.0,0.491015
0.0,0.3,0.1,0.3,0.0,0.3,0.476872
0.1,0.0,0.2,0.3,0.4,0.0,0.392756
0.5,0.2,0.0,0.3,0.0,0.0,0.371147
0.0,0.1,0.1,0.4,0.4,0.0,0.3799599999999999
0.2,0.5,0.2,0.1,0.0,0.0,0.395991
0.0,0.0,0.2,0.1,0.3,0.4,0.483149
0.2,0.6,0.1,0.1,0.0,0.0,0.366854
0.1,0.2,0.0,0.7,0.0,0.0,0.414483
0.0,0.3,0.2,0.1,0.0,0.4,0.4639569999999999
0.4,0.0,0.3,0.1,0.0,0.2,0.449259
0.0,0.3,0.1,0.0,0.2,0.4,0.4182399999999999
0.4,0.1,0.0,0.3,0.0,0.2,0.401658
0.0,0.6,0.0,0.0,0.1,0.3,0.435596
0.0,0.7,0.3,0.0,0.0,0.0,0.419213
0.1,0.0,0.0,0.8,0.1,0.0,0.396111
0.1,0.0,0.3,0.5,0.1,0.0,0.4409689999999999
0.1,0.0,0.7,0.0,0.2,0.0,0.468781
0.1,0.0,0.2,0.4,0.3,0.0,0.367271
0.0,0.1,0.1,0.2,0.0,0.6,0.4548069999999999
0.1,0.0,0.0,0.1,0.7,0.1,0.40235
0.7,0.0,0.0,0.1,0.2,0.0,0.372225
0.1,0.6,0.0,0.1,0.0,0.2,0.397099
0.0,0.4,0.1,0.0,0.2,0.3,0.400269
0.0,0.6,0.0,0.0,0.4,0.0,0.409195
0.1,0.1,0.0,0.5,0.3,0.0,0.367077
0.3,0.0,0.2,0.0,0.5,0.0,0.403861
0.6,0.0,0.0,0.1,0.1,0.2,0.3794079999999999
0.5,0.2,0.2,0.0,0.0,0.1,0.356672
0.3,0.0,0.4,0.1,0.0,0.2,0.449047
0.1,0.2,0.0,0.6,0.0,0.1,0.4239159999999999
0.3,0.0,0.0,0.0,0.7,0.0,0.3975849999999999
0.0,0.9,0.0,0.1,0.0,0.0,0.405685
0.0,0.3,0.3,0.2,0.2,0.0,0.376678
0.0,0.5,0.3,0.1,0.0,0.1,0.434167
0.1,0.0,0.1,0.7,0.1,0.0,0.408127
0.0,0.1,0.1,0.0,0.5,0.3,0.423376
0.4,0.3,0.0,0.1,0.2,0.0,0.368561
0.5,0.0,0.5,0.0,0.0,0.0,0.431957
0.0,0.3,0.6,0.0,0.0,0.1,0.482752
0.0,0.3,0.1,0.0,0.0,0.6,0.504367
0.3,0.0,0.4,0.2,0.0,0.1,0.52185
0.5,0.1,0.0,0.4,0.0,0.0,0.379882
0.0,0.1,0.4,0.2,0.3,0.0,0.416635
0.2,0.1,0.0,0.7,0.0,0.0,0.410545
0.0,0.0,0.4,0.0,0.0,0.6,0.5281560000000001
0.4,0.1,0.2,0.0,0.0,0.3,0.384775
0.1,0.0,0.0,0.6,0.1,0.2,0.435482
0.3,0.0,0.1,0.0,0.5,0.1,0.395137
0.3,0.3,0.3,0.0,0.1,0.0,0.402327
0.6,0.1,0.0,0.0,0.1,0.2,0.36375
0.3,0.0,0.3,0.0,0.4,0.0,0.4188199999999999
0.0,0.5,0.0,0.2,0.1,0.2,0.412206
0.0,0.1,0.5,0.3,0.1,0.0,0.444271
0.3,0.2,0.0,0.1,0.0,0.4,0.370284
0.0,0.5,0.0,0.4,0.0,0.1,0.435156
0.0,0.0,0.6,0.0,0.0,0.4,0.567036
0.3,0.0,0.4,0.0,0.2,0.1,0.457657
0.3,0.4,0.2,0.1,0.0,0.0,0.374612
0.1,0.7,0.1,0.0,0.1,0.0,0.387701
0.1,0.3,0.1,0.0,0.5,0.0,0.3825179999999999
0.3,0.0,0.5,0.2,0.0,0.0,0.474268
0.1,0.5,0.2,0.0,0.2,0.0,0.39618
0.0,0.1,0.0,0.8,0.0,0.1,0.506021
0.0,0.0,0.2,0.5,0.3,0.0,0.375316
0.3,0.5,0.1,0.0,0.1,0.0,0.360717
0.0,0.3,0.2,0.0,0.3,0.2,0.3986119999999999
0.0,0.0,0.1,0.2,0.6,0.1,0.394726
0.4,0.0,0.0,0.0,0.3,0.3,0.406801
0.0,0.4,0.4,0.0,0.0,0.2,0.471935
0.4,0.1,0.3,0.0,0.0,0.2,0.408101
0.0,0.5,0.0,0.3,0.1,0.1,0.414756
0.0,0.4,0.0,0.3,0.1,0.2,0.437596
0.1,0.3,0.5,0.1,0.0,0.0,0.4517649999999999
0.0,0.1,0.0,0.2,0.6,0.1,0.408983
0.0,0.0,0.0,0.5,0.0,0.5,0.488699
0.0,0.1,0.5,0.0,0.3,0.1,0.484727
0.5,0.0,0.0,0.0,0.2,0.3,0.430446
0.8,0.0,0.0,0.1,0.0,0.1,0.386837
0.0,0.3,0.7,0.0,0.0,0.0,0.4782
0.0,0.4,0.4,0.1,0.1,0.0,0.43635
0.1,0.4,0.1,0.0,0.4,0.0,0.3906679999999999
0.3,0.4,0.0,0.1,0.2,0.0,0.374849
0.0,0.3,0.2,0.0,0.2,0.3,0.4237479999999999
0.3,0.0,0.0,0.1,0.5,0.1,0.400303
0.1,0.0,0.5,0.0,0.4,0.0,0.447442
0.3,0.1,0.0,0.5,0.1,0.0,0.404211
0.4,0.2,0.0,0.1,0.3,0.0,0.3684139999999999
0.5,0.3,0.1,0.0,0.0,0.1,0.346224
0.1,0.5,0.0,0.0,0.0,0.4,0.440849
0.2,0.5,0.1,0.0,0.0,0.2,0.378471
0.0,0.4,0.0,0.1,0.2,0.3,0.407053
0.0,0.3,0.3,0.0,0.1,0.3,0.445329
0.5,0.0,0.1,0.0,0.0,0.4,0.442033
0.0,0.1,0.2,0.0,0.5,0.2,0.43472
0.0,0.3,0.0,0.3,0.1,0.3,0.4537319999999999
0.6,0.1,0.2,0.1,0.0,0.0,0.403738
0.0,0.4,0.0,0.2,0.0,0.4,0.480387
0.0,0.1,0.1,0.7,0.0,0.1,0.512027
0.0,0.1,0.0,0.2,0.5,0.2,0.432172
0.0,0.0,0.0,0.1,0.0,0.9,0.515825
0.1,0.0,0.3,0.3,0.0,0.3,0.568679
0.0,0.2,0.0,0.5,0.2,0.1,0.4220399999999999
0.5,0.0,0.4,0.1,0.0,0.0,0.4578649999999999
0.0,0.0,0.5,0.0,0.0,0.5,0.511464
0.7,0.0,0.1,0.1,0.1,0.0,0.4140069999999999
0.1,0.0,0.3,0.2,0.4,0.0,0.43605
0.0,0.3,0.2,0.2,0.3,0.0,0.373821
0.0,0.1,0.3,0.0,0.5,0.1,0.420097
0.1,0.5,0.1,0.0,0.0,0.3,0.415412
0.0,0.3,0.0,0.1,0.6,0.0,0.385327
0.2,0.7,0.0,0.0,0.1,0.0,0.394958
0.0,0.4,0.2,0.4,0.0,0.0,0.4337279999999999
0.2,0.0,0.3,0.2,0.0,0.3,0.486785
0.3,0.3,0.2,0.0,0.2,0.0,0.3995889999999999
0.4,0.0,0.0,0.2,0.4,0.0,0.389967
0.1,0.7,0.0,0.1,0.0,0.1,0.401229
0.6,0.0,0.1,0.3,0.0,0.0,0.395689
0.1,0.2,0.0,0.0,0.2,0.5,0.404486
0.0,0.0,0.3,0.0,0.2,0.5,0.440342
0.0,0.0,0.0,0.4,0.4,0.2,0.453927
0.2,0.1,0.0,0.2,0.5,0.0,0.39248
0.0,0.3,0.2,0.4,0.0,0.1,0.47012
0.0,0.4,0.2,0.0,0.3,0.1,0.407016
0.3,0.0,0.1,0.5,0.1,0.0,0.394555
0.0,0.2,0.1,0.6,0.0,0.1,0.548632
0.5,0.0,0.0,0.1,0.2,0.2,0.412177
0.1,0.0,0.3,0.2,0.0,0.4,0.53435
0.3,0.2,0.0,0.4,0.0,0.1,0.415397
0.2,0.6,0.0,0.0,0.1,0.1,0.389731
0.3,0.0,0.1,0.1,0.0,0.5,0.412671
0.1,0.3,0.0,0.4,0.0,0.2,0.446215
0.0,0.3,0.0,0.5,0.1,0.1,0.446817
0.0,0.0,0.8,0.1,0.1,0.0,0.5788369999999999
0.5,0.0,0.1,0.0,0.1,0.3,0.437884
0.3,0.0,0.6,0.0,0.0,0.1,0.521061
0.4,0.0,0.0,0.1,0.3,0.2,0.4013239999999999
0.2,0.0,0.0,0.0,0.4,0.4,0.418081
0.6,0.1,0.0,0.0,0.0,0.3,0.374822
0.0,0.1,0.0,0.3,0.3,0.3,0.421242
0.0,0.1,0.0,0.1,0.4,0.4,0.393819
0.4,0.3,0.0,0.0,0.0,0.3,0.359579
0.2,0.1,0.0,0.3,0.4,0.0,0.384924
0.0,0.2,0.0,0.0,0.3,0.5,0.406462
0.2,0.0,0.2,0.0,0.5,0.1,0.402417
0.0,0.3,0.5,0.1,0.1,0.0,0.438967
0.0,0.2,0.5,0.1,0.2,0.0,0.431587
0.0,0.3,0.0,0.1,0.3,0.3,0.407599
0.4,0.0,0.1,0.5,0.0,0.0,0.414738
0.0,0.4,0.0,0.5,0.0,0.1,0.444752
0.1,0.0,0.5,0.1,0.0,0.3,0.5375270000000001
0.0,0.1,0.3,0.1,0.0,0.5,0.486245
0.0,0.5,0.4,0.0,0.0,0.1,0.443402
0.3,0.2,0.0,0.0,0.4,0.1,0.364412
0.2,0.1,0.0,0.4,0.0,0.3,0.419724
0.2,0.0,0.3,0.3,0.0,0.2,0.4597739999999999
0.4,0.0,0.1,0.4,0.1,0.0,0.381731
0.2,0.1,0.6,0.1,0.0,0.0,0.449763
0.0,0.2,0.3,0.0,0.1,0.4,0.451491
0.0,0.1,0.4,0.0,0.2,0.3,0.489662
0.1,0.1,0.0,0.6,0.0,0.2,0.469762
0.1,0.3,0.0,0.3,0.3,0.0,0.399019
0.2,0.3,0.5,0.0,0.0,0.0,0.420807
0.0,0.3,0.0,0.4,0.3,0.0,0.4099239999999999
0.4,0.0,0.1,0.4,0.0,0.1,0.454929
0.3,0.0,0.0,0.2,0.2,0.3,0.434461
0.2,0.0,0.4,0.0,0.4,0.0,0.434468
0.2,0.0,0.0,0.3,0.5,0.0,0.388004
0.0,0.1,0.0,0.0,0.1,0.8,0.405061
0.0,0.0,0.1,0.0,0.2,0.7,0.410451
0.4,0.1,0.0,0.4,0.1,0.0,0.37225
0.3,0.3,0.0,0.0,0.2,0.2,0.359772
0.0,0.9,0.0,0.0,0.0,0.1,0.453779
0.2,0.6,0.0,0.1,0.0,0.1,0.371486
0.3,0.0,0.6,0.1,0.0,0.0,0.5106069999999999
0.0,0.4,0.0,0.2,0.4,0.0,0.397127
0.1,0.6,0.2,0.1,0.0,0.0,0.395478
0.0,0.2,0.0,0.7,0.1,0.0,0.399466
0.3,0.5,0.0,0.0,0.2,0.0,0.376949
0.2,0.1,0.0,0.0,0.5,0.2,0.370967
0.6,0.1,0.0,0.0,0.3,0.0,0.366148
0.1,0.0,0.0,0.1,0.6,0.2,0.412163
0.4,0.3,0.0,0.2,0.0,0.1,0.355388
0.1,0.0,0.4,0.0,0.3,0.2,0.467468
0.0,0.0,0.4,0.3,0.3,0.0,0.430077
0.0,0.3,0.0,0.1,0.2,0.4,0.423217
0.0,0.2,0.0,0.0,0.5,0.3,0.40476
0.1,0.3,0.0,0.5,0.1,0.0,0.376967
0.0,0.0,0.0,0.4,0.0,0.6,0.448006
0.6,0.3,0.0,0.0,0.1,0.0,0.369775
