Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Cu_molar_fraction,Sn_molar_fraction,Ta_molar_fraction,overpotential_V
0.0,0.4,0.2,0.0,0.1,0.3,0.4818659999999999
0.1,0.2,0.0,0.2,0.5,0.0,0.433926
0.0,0.5,0.0,0.0,0.1,0.4,0.4910199999999999
0.0,0.1,0.2,0.7,0.0,0.0,0.426687
0.0,0.2,0.0,0.1,0.2,0.5,0.486621
0.3,0.0,0.6,0.0,0.1,0.0,0.4428319999999999
0.1,0.0,0.7,0.2,0.0,0.0,0.576543
0.0,0.1,0.2,0.0,0.0,0.7,0.5908439999999999
0.3,0.4,0.3,0.0,0.0,0.0,0.5016
0.0,0.0,0.0,0.0,0.7,0.3,0.448924
0.0,0.0,0.5,0.0,0.2,0.3,0.4817189999999999
0.4,0.3,0.3,0.0,0.0,0.0,0.526115
0.6,0.0,0.2,0.1,0.0,0.1,0.621238
0.0,0.1,0.0,0.5,0.3,0.1,0.463697
0.0,0.1,0.0,0.1,0.7,0.1,0.448322
0.0,0.4,0.0,0.0,0.4,0.2,0.457797
0.2,0.0,0.1,0.1,0.0,0.6,0.624146
0.5,0.0,0.0,0.3,0.1,0.1,0.501043
0.0,0.6,0.1,0.2,0.1,0.0,0.428262
0.0,0.1,0.3,0.2,0.4,0.0,0.4595609999999999
0.0,0.3,0.1,0.1,0.5,0.0,0.450283
0.0,0.1,0.5,0.0,0.0,0.4,0.55723
0.3,0.3,0.0,0.2,0.2,0.0,0.415207
0.1,0.2,0.1,0.0,0.6,0.0,0.421013
0.0,0.8,0.1,0.0,0.1,0.0,0.452599
0.1,0.7,0.0,0.0,0.0,0.2,0.5129239999999999
0.4,0.0,0.1,0.2,0.0,0.3,0.5907479999999999
0.4,0.3,0.0,0.1,0.0,0.2,0.5369520000000001
0.0,0.0,0.2,0.3,0.3,0.2,0.459132
0.1,0.0,0.3,0.0,0.0,0.6,0.658787
0.1,0.6,0.0,0.2,0.0,0.1,0.515074
0.5,0.2,0.0,0.1,0.0,0.2,0.551357
0.5,0.3,0.0,0.0,0.2,0.0,0.416233
0.4,0.0,0.4,0.2,0.0,0.0,0.608768
0.3,0.2,0.0,0.3,0.2,0.0,0.437627
0.2,0.3,0.0,0.4,0.0,0.1,0.525564
0.0,0.1,0.1,0.5,0.0,0.3,0.576809
0.2,0.3,0.0,0.3,0.0,0.2,0.5378539999999999
0.6,0.0,0.0,0.1,0.3,0.0,0.477231
0.0,0.3,0.4,0.1,0.0,0.2,0.5122479999999999
0.0,0.1,0.0,0.3,0.0,0.6,0.5639069999999999
0.3,0.1,0.3,0.3,0.0,0.0,0.521003
0.0,0.0,0.2,0.1,0.7,0.0,0.433727
0.0,0.1,0.4,0.3,0.2,0.0,0.46206
0.0,0.7,0.1,0.1,0.0,0.1,0.4826189999999999
0.3,0.1,0.5,0.0,0.1,0.0,0.418422
0.1,0.1,0.2,0.0,0.0,0.6,0.616831
0.2,0.0,0.5,0.2,0.0,0.1,0.5701430000000001
0.0,0.0,0.2,0.1,0.5,0.2,0.472267
0.0,0.5,0.3,0.0,0.1,0.1,0.464459
0.1,0.2,0.7,0.0,0.0,0.0,0.459042
0.1,0.1,0.4,0.0,0.0,0.4,0.593774
0.1,0.0,0.5,0.2,0.2,0.0,0.4633229999999999
0.1,0.0,0.2,0.0,0.6,0.1,0.461705
0.4,0.1,0.2,0.3,0.0,0.0,0.521297
0.0,0.4,0.0,0.3,0.2,0.1,0.450377
0.0,0.0,0.1,0.2,0.3,0.4,0.459583
0.5,0.5,0.0,0.0,0.0,0.0,0.476137
0.1,0.4,0.0,0.0,0.1,0.4,0.468875
0.0,0.4,0.4,0.0,0.2,0.0,0.471604
0.0,0.1,0.4,0.0,0.0,0.5,0.5833470000000001
0.0,0.0,0.3,0.0,0.6,0.1,0.453293
0.0,0.3,0.0,0.2,0.3,0.2,0.445638
0.0,0.1,0.0,0.2,0.3,0.4,0.4579729999999999
0.3,0.2,0.1,0.4,0.0,0.0,0.5052260000000001
0.0,0.2,0.5,0.0,0.1,0.2,0.48357
0.0,0.0,0.3,0.2,0.4,0.1,0.46907
0.4,0.3,0.2,0.1,0.0,0.0,0.516794
0.1,0.0,0.1,0.0,0.6,0.2,0.454438
0.0,0.0,0.1,0.1,0.3,0.5,0.4669439999999999
0.0,0.2,0.0,0.3,0.4,0.1,0.4574229999999999
0.7,0.2,0.0,0.0,0.0,0.1,0.583541
0.1,0.1,0.2,0.6,0.0,0.0,0.510084
0.1,0.5,0.0,0.3,0.1,0.0,0.443009
0.2,0.5,0.0,0.0,0.1,0.2,0.44808
0.3,0.0,0.0,0.0,0.2,0.5,0.464722
0.2,0.0,0.0,0.1,0.7,0.0,0.481913
0.6,0.3,0.1,0.0,0.0,0.0,0.544081
0.7,0.1,0.1,0.0,0.0,0.1,0.608915
0.3,0.0,0.4,0.2,0.1,0.0,0.468192
0.3,0.5,0.1,0.0,0.0,0.1,0.522645
0.0,0.0,0.2,0.4,0.3,0.1,0.451064
0.7,0.2,0.0,0.0,0.1,0.0,0.4830109999999999
0.0,0.0,0.2,0.1,0.1,0.6,0.520856
0.0,0.1,0.0,0.3,0.1,0.5,0.4997689999999999
0.5,0.0,0.1,0.2,0.2,0.0,0.463139
0.0,0.1,0.2,0.1,0.6,0.0,0.438982
0.0,0.1,0.5,0.0,0.1,0.3,0.4928329999999999
0.0,0.0,0.4,0.0,0.3,0.3,0.482783
0.0,0.1,0.2,0.0,0.4,0.3,0.461238
0.0,0.2,0.2,0.3,0.3,0.0,0.4402689999999999
0.0,0.0,0.0,0.1,0.2,0.7,0.502622
0.0,0.0,0.7,0.0,0.0,0.3,0.600232
0.0,0.0,0.3,0.3,0.2,0.2,0.4693199999999999
0.0,0.1,0.6,0.3,0.0,0.0,0.496627
0.1,0.0,0.6,0.2,0.0,0.1,0.584499
0.6,0.1,0.1,0.0,0.0,0.2,0.623425
0.1,0.3,0.3,0.3,0.0,0.0,0.504782
0.3,0.0,0.4,0.3,0.0,0.0,0.599524
0.0,0.0,0.4,0.2,0.3,0.1,0.503289
0.4,0.0,0.1,0.0,0.0,0.5,0.670475
0.0,0.2,0.3,0.3,0.0,0.2,0.568172
0.0,0.3,0.0,0.0,0.5,0.2,0.4505439999999999
0.0,0.4,0.2,0.1,0.0,0.3,0.5244310000000001
0.6,0.1,0.1,0.2,0.0,0.0,0.210394
0.0,0.0,0.0,0.2,0.7,0.1,0.473274
0.0,0.7,0.0,0.0,0.0,0.3,0.4970229999999999
0.2,0.3,0.4,0.0,0.1,0.0,0.400452
0.0,0.2,0.3,0.0,0.2,0.3,0.466817
0.0,0.0,0.1,0.1,0.0,0.8,0.623073
0.0,0.0,0.2,0.7,0.0,0.1,0.455185
0.8,0.0,0.0,0.1,0.1,0.0,0.538127
0.0,0.0,0.0,0.2,0.1,0.7,0.498389
0.0,0.0,0.4,0.0,0.4,0.2,0.47597
0.0,0.0,0.3,0.7,0.0,0.0,0.414767
0.0,0.0,0.1,0.7,0.1,0.1,0.451061
0.1,0.1,0.1,0.0,0.0,0.7,0.593901
0.0,0.2,0.3,0.2,0.3,0.0,0.445854
0.0,0.0,0.7,0.1,0.2,0.0,0.5003890000000001
0.4,0.0,0.4,0.0,0.1,0.1,0.498122
0.1,0.0,0.2,0.5,0.0,0.2,0.545661
0.5,0.0,0.3,0.0,0.2,0.0,0.445412
0.0,0.6,0.1,0.1,0.2,0.0,0.4254189999999999
0.0,0.0,0.1,0.1,0.8,0.0,0.434968
0.3,0.1,0.3,0.0,0.3,0.0,0.409572
0.1,0.1,0.0,0.0,0.3,0.5,0.434166
0.0,0.0,0.3,0.0,0.1,0.6,0.511672
0.2,0.0,0.3,0.0,0.5,0.0,0.4313369999999999
0.3,0.4,0.0,0.2,0.0,0.1,0.503821
0.3,0.0,0.3,0.1,0.3,0.0,0.427247
0.1,0.1,0.2,0.0,0.6,0.0,0.42722
0.3,0.1,0.0,0.6,0.0,0.0,0.525659
0.1,0.8,0.0,0.1,0.0,0.0,0.486143
0.5,0.0,0.0,0.3,0.0,0.2,0.578572
0.6,0.0,0.1,0.0,0.2,0.1,0.4912899999999999
0.1,0.0,0.8,0.1,0.0,0.0,0.57212
0.3,0.0,0.0,0.4,0.2,0.1,0.466607
0.5,0.2,0.0,0.0,0.1,0.2,0.452875
0.5,0.4,0.0,0.0,0.0,0.1,0.52527
0.6,0.2,0.0,0.1,0.1,0.0,0.459876
0.1,0.1,0.3,0.0,0.5,0.0,0.43128
0.3,0.0,0.0,0.1,0.6,0.0,0.46666
0.4,0.0,0.0,0.2,0.1,0.3,0.50435
0.5,0.3,0.2,0.0,0.0,0.0,0.531959
0.1,0.8,0.1,0.0,0.0,0.0,0.48801
0.2,0.0,0.7,0.1,0.0,0.0,0.542458
0.1,0.5,0.0,0.4,0.0,0.0,0.489222
0.1,0.1,0.6,0.0,0.2,0.0,0.445164
0.0,0.1,0.6,0.1,0.0,0.2,0.559024
0.2,0.0,0.0,0.4,0.4,0.0,0.486091
0.2,0.5,0.0,0.2,0.1,0.0,0.444422
0.1,0.0,0.4,0.0,0.5,0.0,0.445068
0.0,0.0,0.5,0.3,0.0,0.2,0.577782
0.3,0.0,0.1,0.2,0.0,0.4,0.603363
0.1,0.6,0.3,0.0,0.0,0.0,0.4886529999999999
0.0,0.0,0.7,0.3,0.0,0.0,0.540346
0.0,0.3,0.1,0.6,0.0,0.0,0.456025
0.2,0.0,0.5,0.0,0.0,0.3,0.673092
0.0,0.1,0.0,0.1,0.0,0.8,0.604811
0.0,0.3,0.2,0.3,0.2,0.0,0.4251109999999999
0.0,0.0,0.8,0.0,0.1,0.1,0.501627
0.1,0.5,0.0,0.0,0.3,0.1,0.4357279999999999
0.6,0.1,0.0,0.0,0.2,0.1,0.4585619999999999
0.0,0.1,0.2,0.0,0.1,0.6,0.529582
0.0,0.1,0.0,0.2,0.2,0.5,0.481494
0.4,0.2,0.0,0.0,0.0,0.4,0.554649
0.3,0.0,0.0,0.1,0.2,0.4,0.46667
0.0,0.0,0.6,0.0,0.4,0.0,0.4247899999999999
0.0,0.6,0.2,0.0,0.1,0.1,0.4560189999999999
0.0,0.2,0.0,0.5,0.3,0.0,0.422624
0.1,0.7,0.0,0.2,0.0,0.0,0.479958
0.4,0.4,0.1,0.1,0.0,0.0,0.495376
0.4,0.0,0.2,0.4,0.0,0.0,0.5840489999999999
0.3,0.0,0.0,0.1,0.0,0.6,0.620644
0.0,0.0,0.0,0.0,0.9,0.1,0.460434
0.1,0.0,0.5,0.3,0.0,0.1,0.542525
0.0,0.0,0.4,0.5,0.0,0.1,0.498418
0.1,0.4,0.0,0.0,0.4,0.1,0.4339119999999999
0.0,0.3,0.4,0.0,0.2,0.1,0.476172
0.1,0.4,0.2,0.3,0.0,0.0,0.483091
0.1,0.2,0.1,0.6,0.0,0.0,0.4798159999999999
0.1,0.3,0.0,0.0,0.1,0.5,0.4743989999999999
0.0,0.2,0.5,0.1,0.0,0.2,0.5305880000000001
0.0,0.5,0.1,0.2,0.0,0.2,0.520782
0.2,0.1,0.2,0.5,0.0,0.0,0.518189
0.1,0.3,0.2,0.0,0.0,0.4,0.543132
0.1,0.0,0.0,0.0,0.2,0.7,0.467261
0.3,0.3,0.0,0.3,0.0,0.1,0.504888
0.0,0.5,0.0,0.2,0.0,0.3,0.528386
0.0,0.0,0.1,0.6,0.2,0.1,0.43466
0.0,0.0,0.2,0.3,0.2,0.3,0.472837
0.4,0.2,0.0,0.3,0.0,0.1,0.519083
0.0,0.2,0.0,0.3,0.3,0.2,0.449385
0.1,0.0,0.0,0.1,0.3,0.5,0.462182
0.5,0.0,0.2,0.0,0.0,0.3,0.6388659999999999
0.0,0.2,0.3,0.0,0.3,0.2,0.477638
0.2,0.1,0.0,0.6,0.0,0.1,0.54567
0.0,0.0,0.5,0.3,0.2,0.0,0.513405
0.1,0.4,0.0,0.3,0.2,0.0,0.432114
0.5,0.0,0.0,0.0,0.1,0.4,0.511644
0.7,0.0,0.0,0.2,0.1,0.0,0.527738
0.2,0.0,0.1,0.3,0.0,0.4,0.6245430000000001
0.0,0.0,0.3,0.1,0.0,0.6,0.6107239999999999
0.2,0.5,0.0,0.2,0.0,0.1,0.511962
0.3,0.3,0.1,0.0,0.0,0.3,0.550192
0.0,0.1,0.0,0.8,0.1,0.0,0.491925
0.0,0.1,0.7,0.1,0.1,0.0,0.46778
0.0,0.0,0.6,0.1,0.0,0.3,0.555226
0.4,0.0,0.2,0.1,0.3,0.0,0.4279949999999999
0.2,0.0,0.1,0.3,0.4,0.0,0.451632
0.3,0.0,0.3,0.0,0.2,0.2,0.4806109999999999
0.0,0.1,0.4,0.5,0.0,0.0,0.488805
0.0,0.0,0.2,0.0,0.3,0.5,0.477034
0.4,0.1,0.0,0.1,0.0,0.4,0.5637449999999999
0.0,0.2,0.0,0.3,0.5,0.0,0.4376739999999999
0.2,0.0,0.5,0.1,0.0,0.2,0.6099899999999999
0.0,0.0,0.1,0.4,0.2,0.3,0.4714109999999999
0.0,0.0,0.2,0.0,0.7,0.1,0.447622
0.0,0.2,0.1,0.5,0.0,0.2,0.536324
0.2,0.2,0.0,0.3,0.0,0.3,0.543446
0.0,0.1,0.2,0.0,0.7,0.0,0.4295819999999999
0.7,0.0,0.2,0.0,0.0,0.1,0.678454
0.2,0.3,0.4,0.1,0.0,0.0,0.515289
0.1,0.6,0.0,0.0,0.1,0.2,0.4649399999999999
0.2,0.1,0.5,0.2,0.0,0.0,0.5436810000000001
0.4,0.2,0.3,0.1,0.0,0.0,0.54914
0.2,0.0,0.0,0.1,0.6,0.1,0.455246
0.3,0.0,0.0,0.1,0.3,0.3,0.466954
0.3,0.7,0.0,0.0,0.0,0.0,0.470167
0.0,0.3,0.0,0.2,0.1,0.4,0.496604
0.3,0.6,0.0,0.0,0.0,0.1,0.492027
0.1,0.0,0.1,0.0,0.4,0.4,0.464145
0.0,0.4,0.1,0.4,0.0,0.1,0.498775
0.0,0.4,0.0,0.2,0.1,0.3,0.488479
0.6,0.1,0.0,0.3,0.0,0.0,0.530738
0.0,0.1,0.1,0.8,0.0,0.0,0.403169
0.0,0.2,0.0,0.3,0.0,0.5,0.5553899999999999
0.3,0.3,0.0,0.4,0.0,0.0,0.488245
0.0,0.0,0.9,0.0,0.1,0.0,0.466104
0.0,0.3,0.0,0.2,0.0,0.5,0.531556
0.2,0.2,0.0,0.5,0.0,0.1,0.497883
0.5,0.1,0.0,0.0,0.3,0.1,0.414372
0.0,0.2,0.0,0.2,0.1,0.5,0.49151
0.0,0.3,0.1,0.4,0.0,0.2,0.524572
0.1,0.1,0.5,0.0,0.0,0.3,0.5724739999999999
0.0,0.0,0.0,0.2,0.3,0.5,0.4634189999999999
0.0,0.5,0.1,0.2,0.2,0.0,0.419361
0.4,0.2,0.0,0.1,0.0,0.3,0.538733
0.0,0.3,0.0,0.2,0.2,0.3,0.461082
0.1,0.5,0.0,0.2,0.2,0.0,0.414445
0.3,0.2,0.2,0.0,0.0,0.3,0.554435
0.0,0.4,0.2,0.0,0.4,0.0,0.452812
0.5,0.4,0.0,0.0,0.1,0.0,0.439317
0.3,0.3,0.2,0.2,0.0,0.0,0.514659
0.2,0.2,0.1,0.5,0.0,0.0,0.514072
0.1,0.0,0.5,0.2,0.0,0.2,0.564513
0.3,0.1,0.0,0.0,0.2,0.4,0.4492
0.1,0.0,0.2,0.0,0.1,0.6,0.526159
0.2,0.0,0.5,0.3,0.0,0.0,0.559906
0.6,0.0,0.1,0.0,0.0,0.3,0.655053
0.1,0.7,0.1,0.0,0.0,0.1,0.4927149999999999
0.1,0.5,0.2,0.0,0.0,0.2,0.51757
0.0,0.0,0.4,0.0,0.2,0.4,0.483606
0.1,0.0,0.3,0.0,0.4,0.2,0.474777
0.1,0.0,0.0,0.2,0.6,0.1,0.471725
0.0,0.1,0.2,0.0,0.2,0.5,0.498292
0.0,0.1,0.3,0.3,0.0,0.3,0.5758979999999999
0.0,0.1,0.6,0.0,0.0,0.3,0.5851350000000001
0.0,0.2,0.1,0.0,0.0,0.7,0.588359
0.5,0.0,0.0,0.4,0.1,0.0,0.5149560000000001
0.2,0.0,0.4,0.4,0.0,0.0,0.559343
0.4,0.0,0.2,0.0,0.1,0.3,0.515309
0.0,0.7,0.0,0.0,0.2,0.1,0.4515409999999999
0.2,0.0,0.1,0.0,0.0,0.7,0.575684
0.0,0.2,0.0,0.0,0.7,0.1,0.435144
0.9,0.1,0.0,0.0,0.0,0.0,0.626875
0.0,0.5,0.0,0.0,0.0,0.5,0.531768
0.0,0.2,0.0,0.1,0.6,0.1,0.457967
0.0,0.0,0.0,0.4,0.1,0.5,0.4996239999999999
0.0,0.0,0.0,0.2,0.5,0.3,0.443583
0.4,0.2,0.3,0.0,0.1,0.0,0.4283369999999999
0.2,0.0,0.0,0.0,0.1,0.7,0.525893
0.0,0.2,0.4,0.4,0.0,0.0,0.4651689999999999
0.0,0.1,0.5,0.2,0.2,0.0,0.4650319999999999
0.0,0.3,0.1,0.3,0.0,0.3,0.5608850000000001
0.1,0.0,0.2,0.3,0.4,0.0,0.44498
0.5,0.2,0.0,0.3,0.0,0.0,0.522859
0.0,0.1,0.1,0.4,0.4,0.0,0.440072
0.2,0.5,0.2,0.1,0.0,0.0,0.508157
0.0,0.0,0.2,0.1,0.3,0.4,0.4734779999999999
0.2,0.6,0.1,0.1,0.0,0.0,0.507174
0.1,0.2,0.0,0.7,0.0,0.0,0.489413
0.0,0.3,0.2,0.1,0.0,0.4,0.5490109999999999
0.4,0.0,0.3,0.1,0.0,0.2,0.607262
0.0,0.3,0.1,0.0,0.2,0.4,0.475618
0.4,0.1,0.0,0.3,0.0,0.2,0.553667
0.0,0.6,0.0,0.0,0.1,0.3,0.475971
0.0,0.7,0.3,0.0,0.0,0.0,0.4406479999999999
0.1,0.0,0.0,0.8,0.1,0.0,0.491901
0.1,0.0,0.3,0.5,0.1,0.0,0.443517
0.1,0.0,0.7,0.0,0.2,0.0,0.4449899999999999
0.1,0.0,0.2,0.4,0.3,0.0,0.442666
0.0,0.1,0.1,0.2,0.0,0.6,0.5578380000000001
0.1,0.0,0.0,0.1,0.7,0.1,0.450718
0.7,0.0,0.0,0.1,0.2,0.0,0.477839
0.1,0.6,0.0,0.1,0.0,0.2,0.499285
0.0,0.4,0.1,0.0,0.2,0.3,0.4599939999999999
0.0,0.6,0.0,0.0,0.4,0.0,0.461819
0.1,0.1,0.0,0.5,0.3,0.0,0.46663
0.3,0.0,0.2,0.0,0.5,0.0,0.429529
0.6,0.0,0.0,0.1,0.1,0.2,0.496622
0.5,0.2,0.2,0.0,0.0,0.1,0.563109
0.3,0.0,0.4,0.1,0.0,0.2,0.605721
0.1,0.2,0.0,0.6,0.0,0.1,0.519269
0.3,0.0,0.0,0.0,0.7,0.0,0.451608
0.0,0.9,0.0,0.1,0.0,0.0,0.459516
0.0,0.3,0.3,0.2,0.2,0.0,0.437497
0.0,0.5,0.3,0.1,0.0,0.1,0.4967979999999999
0.1,0.0,0.1,0.7,0.1,0.0,0.4653359999999999
0.0,0.1,0.1,0.0,0.5,0.3,0.44318
0.4,0.3,0.0,0.1,0.2,0.0,0.4246479999999999
0.5,0.0,0.5,0.0,0.0,0.0,0.658492
0.0,0.3,0.6,0.0,0.0,0.1,0.476965
0.0,0.3,0.1,0.0,0.0,0.6,0.563083
0.3,0.0,0.4,0.2,0.0,0.1,0.616225
0.5,0.1,0.0,0.4,0.0,0.0,0.544046
0.0,0.1,0.4,0.2,0.3,0.0,0.471105
0.2,0.1,0.0,0.7,0.0,0.0,0.537027
0.0,0.0,0.4,0.0,0.0,0.6,0.645582
0.4,0.1,0.2,0.0,0.0,0.3,0.60229
0.1,0.0,0.0,0.6,0.1,0.2,0.50235
0.3,0.0,0.1,0.0,0.5,0.1,0.435127
0.3,0.3,0.3,0.0,0.1,0.0,0.416126
0.6,0.1,0.0,0.0,0.1,0.2,0.495166
0.3,0.0,0.3,0.0,0.4,0.0,0.430884
0.0,0.5,0.0,0.2,0.1,0.2,0.478534
0.0,0.1,0.5,0.3,0.1,0.0,0.4812359999999999
0.3,0.2,0.0,0.1,0.0,0.4,0.553344
0.0,0.5,0.0,0.4,0.0,0.1,0.5270729999999999
0.0,0.0,0.6,0.0,0.0,0.4,0.602558
0.3,0.0,0.4,0.0,0.2,0.1,0.465192
0.3,0.4,0.2,0.1,0.0,0.0,0.510315
0.1,0.7,0.1,0.0,0.1,0.0,0.4175689999999999
0.1,0.3,0.1,0.0,0.5,0.0,0.424185
0.3,0.0,0.5,0.2,0.0,0.0,0.5995689999999999
0.1,0.5,0.2,0.0,0.2,0.0,0.425017
0.0,0.1,0.0,0.8,0.0,0.1,0.515439
0.0,0.0,0.2,0.5,0.3,0.0,0.43755
0.3,0.5,0.1,0.0,0.1,0.0,0.4231649999999999
0.0,0.3,0.2,0.0,0.3,0.2,0.4709399999999999
0.0,0.0,0.1,0.2,0.6,0.1,0.4527899999999999
0.4,0.0,0.0,0.0,0.3,0.3,0.4606229999999999
0.0,0.4,0.4,0.0,0.0,0.2,0.4999939999999999
0.4,0.1,0.3,0.0,0.0,0.2,0.6185609999999999
0.0,0.5,0.0,0.3,0.1,0.1,0.457158
0.0,0.4,0.0,0.3,0.1,0.2,0.472864
0.1,0.3,0.5,0.1,0.0,0.0,0.458821
0.0,0.1,0.0,0.2,0.6,0.1,0.447056
0.0,0.0,0.0,0.5,0.0,0.5,0.5584520000000001
0.0,0.1,0.5,0.0,0.3,0.1,0.461207
0.5,0.0,0.0,0.0,0.2,0.3,0.452186
0.8,0.0,0.0,0.1,0.0,0.1,0.626505
0.0,0.3,0.7,0.0,0.0,0.0,0.4428189999999999
0.0,0.4,0.4,0.1,0.1,0.0,0.428743
0.1,0.4,0.1,0.0,0.4,0.0,0.433792
0.3,0.4,0.0,0.1,0.2,0.0,0.41343
0.0,0.3,0.2,0.0,0.2,0.3,0.454792
0.3,0.0,0.0,0.1,0.5,0.1,0.431056
0.1,0.0,0.5,0.0,0.4,0.0,0.439772
0.3,0.1,0.0,0.5,0.1,0.0,0.467456
0.4,0.2,0.0,0.1,0.3,0.0,0.4035289999999999
0.5,0.3,0.1,0.0,0.0,0.1,0.520423
0.1,0.5,0.0,0.0,0.0,0.4,0.510844
0.2,0.5,0.1,0.0,0.0,0.2,0.506587
0.0,0.4,0.0,0.1,0.2,0.3,0.4573899999999999
0.0,0.3,0.3,0.0,0.1,0.3,0.473129
0.5,0.0,0.1,0.0,0.0,0.4,0.6263479999999999
0.0,0.1,0.2,0.0,0.5,0.2,0.460045
0.0,0.3,0.0,0.3,0.1,0.3,0.490217
0.6,0.1,0.2,0.1,0.0,0.0,0.5656899999999999
0.0,0.4,0.0,0.2,0.0,0.4,0.554999
0.0,0.1,0.1,0.7,0.0,0.1,0.485942
0.0,0.1,0.0,0.2,0.5,0.2,0.454864
0.0,0.0,0.0,0.1,0.0,0.9,0.588804
0.1,0.0,0.3,0.3,0.0,0.3,0.607456
0.0,0.2,0.0,0.5,0.2,0.1,0.4721329999999999
0.5,0.0,0.4,0.1,0.0,0.0,0.633212
0.0,0.0,0.5,0.0,0.0,0.5,0.653532
0.7,0.0,0.1,0.1,0.1,0.0,0.5100399999999999
0.1,0.0,0.3,0.2,0.4,0.0,0.460492
0.0,0.3,0.2,0.2,0.3,0.0,0.4367939999999999
0.0,0.1,0.3,0.0,0.5,0.1,0.440583
0.1,0.5,0.1,0.0,0.0,0.3,0.526478
0.0,0.3,0.0,0.1,0.6,0.0,0.444885
0.2,0.7,0.0,0.0,0.1,0.0,0.432742
0.0,0.4,0.2,0.4,0.0,0.0,0.461701
0.2,0.0,0.3,0.2,0.0,0.3,0.596454
0.3,0.3,0.2,0.0,0.2,0.0,0.402277
0.4,0.0,0.0,0.2,0.4,0.0,0.452625
0.1,0.7,0.0,0.1,0.0,0.1,0.5084930000000001
0.6,0.0,0.1,0.3,0.0,0.0,0.5885239999999999
0.1,0.2,0.0,0.0,0.2,0.5,0.464585
0.0,0.0,0.3,0.0,0.2,0.5,0.48828
0.0,0.0,0.0,0.4,0.4,0.2,0.443387
0.2,0.1,0.0,0.2,0.5,0.0,0.439879
0.0,0.3,0.2,0.4,0.0,0.1,0.5210600000000001
0.0,0.4,0.2,0.0,0.3,0.1,0.476905
0.3,0.0,0.1,0.5,0.1,0.0,0.4886939999999999
0.0,0.2,0.1,0.6,0.0,0.1,0.519314
0.5,0.0,0.0,0.1,0.2,0.2,0.486677
0.1,0.0,0.3,0.2,0.0,0.4,0.6200260000000001
0.3,0.2,0.0,0.4,0.0,0.1,0.522011
0.2,0.6,0.0,0.0,0.1,0.1,0.451631
0.3,0.0,0.1,0.1,0.0,0.5,0.6292800000000001
0.1,0.3,0.0,0.4,0.0,0.2,0.53745
0.0,0.3,0.0,0.5,0.1,0.1,0.483842
0.0,0.0,0.8,0.1,0.1,0.0,0.51578
0.5,0.0,0.1,0.0,0.1,0.3,0.523883
0.3,0.0,0.6,0.0,0.0,0.1,0.575484
0.4,0.0,0.0,0.1,0.3,0.2,0.4595479999999999
0.2,0.0,0.0,0.0,0.4,0.4,0.451294
0.6,0.1,0.0,0.0,0.0,0.3,0.590828
0.0,0.1,0.0,0.3,0.3,0.3,0.448102
0.0,0.1,0.0,0.1,0.4,0.4,0.436585
0.4,0.3,0.0,0.0,0.0,0.3,0.5203270000000001
0.2,0.1,0.0,0.3,0.4,0.0,0.434803
0.0,0.2,0.0,0.0,0.3,0.5,0.458638
0.2,0.0,0.2,0.0,0.5,0.1,0.449113
0.0,0.3,0.5,0.1,0.1,0.0,0.433828
0.0,0.2,0.5,0.1,0.2,0.0,0.447937
0.0,0.3,0.0,0.1,0.3,0.3,0.44561
0.4,0.0,0.1,0.5,0.0,0.0,0.536079
0.0,0.4,0.0,0.5,0.0,0.1,0.488883
0.1,0.0,0.5,0.1,0.0,0.3,0.601565
0.0,0.1,0.3,0.1,0.0,0.5,0.571166
0.0,0.5,0.4,0.0,0.0,0.1,0.466153
0.3,0.2,0.0,0.0,0.4,0.1,0.401418
0.2,0.1,0.0,0.4,0.0,0.3,0.543225
0.2,0.0,0.3,0.3,0.0,0.2,0.577676
0.4,0.0,0.1,0.4,0.1,0.0,0.480218
0.2,0.1,0.6,0.1,0.0,0.0,0.508939
0.0,0.2,0.3,0.0,0.1,0.4,0.4906899999999999
0.0,0.1,0.4,0.0,0.2,0.3,0.470547
0.1,0.1,0.0,0.6,0.0,0.2,0.529806
0.1,0.3,0.0,0.3,0.3,0.0,0.420847
0.2,0.3,0.5,0.0,0.0,0.0,0.491152
0.0,0.3,0.0,0.4,0.3,0.0,0.429846
0.4,0.0,0.1,0.4,0.0,0.1,0.576171
0.3,0.0,0.0,0.2,0.2,0.3,0.482386
0.2,0.0,0.4,0.0,0.4,0.0,0.432814
0.2,0.0,0.0,0.3,0.5,0.0,0.484752
0.0,0.1,0.0,0.0,0.1,0.8,0.507234
0.0,0.0,0.1,0.0,0.2,0.7,0.49311
0.4,0.1,0.0,0.4,0.1,0.0,0.469238
0.3,0.3,0.0,0.0,0.2,0.2,0.41718
0.0,0.9,0.0,0.0,0.0,0.1,0.4890029999999999
0.2,0.6,0.0,0.1,0.0,0.1,0.50849
0.3,0.0,0.6,0.1,0.0,0.0,0.598079
0.0,0.4,0.0,0.2,0.4,0.0,0.4329979999999999
0.1,0.6,0.2,0.1,0.0,0.0,0.485543
0.0,0.2,0.0,0.7,0.1,0.0,0.443013
0.3,0.5,0.0,0.0,0.2,0.0,0.40438
0.2,0.1,0.0,0.0,0.5,0.2,0.4236229999999999
0.6,0.1,0.0,0.0,0.3,0.0,0.417527
0.1,0.0,0.0,0.1,0.6,0.2,0.449881
