Ca_molar_fraction,Mn_molar_fraction,Co_molar_fraction,Ni_molar_fraction,Sn_molar_fraction,Sb_molar_fraction,overpotential_V
0.1,0.2,0.0,0.2,0.5,0.0,0.439452
0.0,0.5,0.0,0.0,0.1,0.4,0.484513
0.0,0.1,0.2,0.7,0.0,0.0,0.437863
0.0,0.2,0.0,0.1,0.2,0.5,0.4855399999999999
0.3,0.0,0.6,0.0,0.1,0.0,0.477834
0.1,0.0,0.7,0.2,0.0,0.0,0.468336
0.0,0.1,0.2,0.0,0.0,0.7,0.513051
0.3,0.4,0.3,0.0,0.0,0.0,0.533748
0.0,0.0,0.0,0.0,0.7,0.3,0.457697
0.0,0.0,0.5,0.0,0.2,0.3,0.480162
0.4,0.3,0.3,0.0,0.0,0.0,0.5697220000000001
0.6,0.0,0.2,0.1,0.0,0.1,0.493108
0.0,0.1,0.0,0.5,0.3,0.1,0.42011
0.0,0.1,0.0,0.1,0.7,0.1,0.4692909999999999
0.0,0.4,0.0,0.0,0.4,0.2,0.495776
0.2,0.0,0.1,0.1,0.0,0.6,0.497696
0.5,0.0,0.0,0.3,0.1,0.1,0.463481
0.0,0.6,0.1,0.2,0.1,0.0,0.484335
0.0,0.1,0.3,0.2,0.4,0.0,0.452
0.0,0.3,0.1,0.1,0.5,0.0,0.429659
0.0,0.1,0.5,0.0,0.0,0.4,0.492539
0.3,0.3,0.0,0.2,0.2,0.0,0.460373
0.1,0.2,0.1,0.0,0.6,0.0,0.443788
0.0,0.8,0.1,0.0,0.1,0.0,0.552502
0.1,0.7,0.0,0.0,0.0,0.2,0.5502640000000001
0.4,0.0,0.1,0.2,0.0,0.3,0.493929
0.4,0.3,0.0,0.1,0.0,0.2,0.510973
0.0,0.0,0.2,0.3,0.3,0.2,0.465567
0.1,0.0,0.3,0.0,0.0,0.6,0.602256
0.1,0.6,0.0,0.2,0.0,0.1,0.5260090000000001
0.5,0.2,0.0,0.1,0.0,0.2,0.528521
0.5,0.3,0.0,0.0,0.2,0.0,0.4865779999999999
0.4,0.0,0.4,0.2,0.0,0.0,0.483621
0.3,0.2,0.0,0.3,0.2,0.0,0.454114
0.2,0.3,0.0,0.4,0.0,0.1,0.5087430000000001
0.0,0.1,0.1,0.5,0.0,0.3,0.4937539999999999
0.2,0.3,0.0,0.3,0.0,0.2,0.500016
0.6,0.0,0.0,0.1,0.3,0.0,0.451543
0.0,0.3,0.4,0.1,0.0,0.2,0.54848
0.0,0.1,0.0,0.3,0.0,0.6,0.5129819999999999
0.3,0.1,0.3,0.3,0.0,0.0,0.471609
0.0,0.0,0.2,0.1,0.7,0.0,0.437892
0.0,0.1,0.4,0.3,0.2,0.0,0.480831
0.0,0.7,0.1,0.1,0.0,0.1,0.52818
0.3,0.1,0.5,0.0,0.1,0.0,0.499539
0.1,0.1,0.2,0.0,0.0,0.6,0.532561
0.2,0.0,0.5,0.2,0.0,0.1,0.4860279999999999
0.0,0.0,0.2,0.1,0.5,0.2,0.461434
0.0,0.5,0.3,0.0,0.1,0.1,0.474498
0.1,0.2,0.7,0.0,0.0,0.0,0.505947
0.1,0.1,0.4,0.0,0.0,0.4,0.5278579999999999
0.1,0.0,0.5,0.2,0.2,0.0,0.460493
0.1,0.0,0.2,0.0,0.6,0.1,0.463142
0.4,0.1,0.2,0.3,0.0,0.0,0.482991
0.0,0.4,0.0,0.3,0.2,0.1,0.472341
0.0,0.0,0.1,0.2,0.3,0.4,0.45471
0.5,0.5,0.0,0.0,0.0,0.0,0.532625
0.1,0.4,0.0,0.0,0.1,0.4,0.508391
0.0,0.4,0.4,0.0,0.2,0.0,0.465394
0.0,0.1,0.4,0.0,0.0,0.5,0.484297
0.0,0.0,0.3,0.0,0.6,0.1,0.45933
0.0,0.3,0.0,0.2,0.3,0.2,0.4521189999999999
0.0,0.1,0.0,0.2,0.3,0.4,0.465757
0.3,0.2,0.1,0.4,0.0,0.0,0.475587
0.0,0.2,0.5,0.0,0.1,0.2,0.50776
0.0,0.0,0.3,0.2,0.4,0.1,0.465943
0.4,0.3,0.2,0.1,0.0,0.0,0.495562
0.1,0.0,0.1,0.0,0.6,0.2,0.460593
0.0,0.0,0.1,0.1,0.3,0.5,0.4540659999999999
0.0,0.2,0.0,0.3,0.4,0.1,0.4508479999999999
0.7,0.2,0.0,0.0,0.0,0.1,0.500699
0.1,0.1,0.2,0.6,0.0,0.0,0.429121
0.1,0.5,0.0,0.3,0.1,0.0,0.492911
0.2,0.5,0.0,0.0,0.1,0.2,0.506686
0.3,0.0,0.0,0.0,0.2,0.5,0.463555
0.2,0.0,0.0,0.1,0.7,0.0,0.425492
0.6,0.3,0.1,0.0,0.0,0.0,0.519897
0.7,0.1,0.1,0.0,0.0,0.1,0.5098
0.3,0.0,0.4,0.2,0.1,0.0,0.4630109999999999
0.3,0.5,0.1,0.0,0.0,0.1,0.528384
0.0,0.0,0.2,0.4,0.3,0.1,0.479892
0.7,0.2,0.0,0.0,0.1,0.0,0.502583
0.0,0.0,0.2,0.1,0.1,0.6,0.465726
0.0,0.1,0.0,0.3,0.1,0.5,0.465414
0.5,0.0,0.1,0.2,0.2,0.0,0.421779
0.0,0.1,0.2,0.1,0.6,0.0,0.454183
0.0,0.1,0.5,0.0,0.1,0.3,0.501787
0.0,0.0,0.4,0.0,0.3,0.3,0.473804
0.0,0.1,0.2,0.0,0.4,0.3,0.465768
0.0,0.2,0.2,0.3,0.3,0.0,0.421627
0.0,0.0,0.0,0.1,0.2,0.7,0.440117
0.0,0.0,0.7,0.0,0.0,0.3,0.516262
0.0,0.0,0.3,0.3,0.2,0.2,0.4817939999999999
0.0,0.1,0.6,0.3,0.0,0.0,0.498451
0.1,0.0,0.6,0.2,0.0,0.1,0.502042
0.6,0.1,0.1,0.0,0.0,0.2,0.531196
0.1,0.3,0.3,0.3,0.0,0.0,0.493989
0.3,0.0,0.4,0.3,0.0,0.0,0.4616909999999999
0.0,0.0,0.4,0.2,0.3,0.1,0.473097
0.4,0.0,0.1,0.0,0.0,0.5,0.5592630000000001
0.0,0.2,0.3,0.3,0.0,0.2,0.518189
0.0,0.3,0.0,0.0,0.5,0.2,0.495672
0.0,0.4,0.2,0.1,0.0,0.3,0.522241
0.6,0.1,0.1,0.2,0.0,0.0,0.48098
0.0,0.0,0.0,0.2,0.7,0.1,0.449403
0.0,0.7,0.0,0.0,0.0,0.3,0.541716
0.2,0.3,0.4,0.0,0.1,0.0,0.502553
0.0,0.2,0.3,0.0,0.2,0.3,0.502325
0.0,0.0,0.1,0.1,0.0,0.8,0.494006
0.0,0.0,0.2,0.7,0.0,0.1,0.444909
0.8,0.0,0.0,0.1,0.1,0.0,0.45658
0.0,0.0,0.0,0.2,0.1,0.7,0.427506
0.0,0.0,0.4,0.0,0.4,0.2,0.468635
0.0,0.0,0.3,0.7,0.0,0.0,0.457373
0.0,0.0,0.1,0.7,0.1,0.1,0.4180609999999999
0.1,0.1,0.1,0.0,0.0,0.7,0.5214479999999999
0.0,0.2,0.3,0.2,0.3,0.0,0.45907
0.0,0.0,0.7,0.1,0.2,0.0,0.458276
0.4,0.0,0.4,0.0,0.1,0.1,0.4903369999999999
0.1,0.0,0.2,0.5,0.0,0.2,0.463917
0.5,0.0,0.3,0.0,0.2,0.0,0.4561939999999999
0.0,0.6,0.1,0.1,0.2,0.0,0.476718
0.0,0.0,0.1,0.1,0.8,0.0,0.43337
0.3,0.1,0.3,0.0,0.3,0.0,0.429345
0.1,0.1,0.0,0.0,0.3,0.5,0.4628
0.0,0.0,0.3,0.0,0.1,0.6,0.45538
0.2,0.0,0.3,0.0,0.5,0.0,0.4498319999999999
0.3,0.4,0.0,0.2,0.0,0.1,0.487843
0.3,0.0,0.3,0.1,0.3,0.0,0.4192869999999999
0.1,0.1,0.2,0.0,0.6,0.0,0.4514729999999999
0.3,0.1,0.0,0.6,0.0,0.0,0.4789569999999999
0.1,0.8,0.0,0.1,0.0,0.0,0.526208
0.5,0.0,0.0,0.3,0.0,0.2,0.4714649999999999
0.6,0.0,0.1,0.0,0.2,0.1,0.458408
0.1,0.0,0.8,0.1,0.0,0.0,0.442575
0.3,0.0,0.0,0.4,0.2,0.1,0.402889
0.5,0.2,0.0,0.0,0.1,0.2,0.517385
0.5,0.4,0.0,0.0,0.0,0.1,0.52598
0.6,0.2,0.0,0.1,0.1,0.0,0.473
0.1,0.1,0.3,0.0,0.5,0.0,0.455709
0.3,0.0,0.0,0.1,0.6,0.0,0.418716
0.4,0.0,0.0,0.2,0.1,0.3,0.441102
0.5,0.3,0.2,0.0,0.0,0.0,0.5678810000000001
0.1,0.8,0.1,0.0,0.0,0.0,0.555615
0.2,0.0,0.7,0.1,0.0,0.0,0.5041859999999999
0.1,0.5,0.0,0.4,0.0,0.0,0.500664
0.1,0.1,0.6,0.0,0.2,0.0,0.4715859999999999
0.0,0.1,0.6,0.1,0.0,0.2,0.4559569999999999
0.2,0.0,0.0,0.4,0.4,0.0,0.406485
0.2,0.5,0.0,0.2,0.1,0.0,0.487116
0.1,0.0,0.4,0.0,0.5,0.0,0.454309
0.0,0.0,0.5,0.3,0.0,0.2,0.484847
0.3,0.0,0.1,0.2,0.0,0.4,0.481962
0.1,0.6,0.3,0.0,0.0,0.0,0.513714
0.0,0.0,0.7,0.3,0.0,0.0,0.483941
0.0,0.3,0.1,0.6,0.0,0.0,0.4636229999999999
0.2,0.0,0.5,0.0,0.0,0.3,0.536992
0.0,0.1,0.0,0.1,0.0,0.8,0.508945
0.0,0.3,0.2,0.3,0.2,0.0,0.421739
0.0,0.0,0.8,0.0,0.1,0.1,0.478099
0.1,0.5,0.0,0.0,0.3,0.1,0.479818
0.6,0.1,0.0,0.0,0.2,0.1,0.4754529999999999
0.0,0.1,0.2,0.0,0.1,0.6,0.482393
0.0,0.1,0.0,0.2,0.2,0.5,0.456849
0.4,0.2,0.0,0.0,0.0,0.4,0.5179819999999999
0.3,0.0,0.0,0.1,0.2,0.4,0.446081
0.0,0.0,0.6,0.0,0.4,0.0,0.4613859999999999
0.0,0.6,0.2,0.0,0.1,0.1,0.474958
0.0,0.2,0.0,0.5,0.3,0.0,0.431951
0.1,0.7,0.0,0.2,0.0,0.0,0.590337
0.4,0.4,0.1,0.1,0.0,0.0,0.566515
0.4,0.0,0.2,0.4,0.0,0.0,0.464016
0.3,0.0,0.0,0.1,0.0,0.6,0.501881
0.0,0.0,0.0,0.0,0.9,0.1,0.4554399999999999
0.1,0.0,0.5,0.3,0.0,0.1,0.455414
0.0,0.0,0.4,0.5,0.0,0.1,0.482827
0.1,0.4,0.0,0.0,0.4,0.1,0.472647
0.0,0.3,0.4,0.0,0.2,0.1,0.4786439999999999
0.1,0.4,0.2,0.3,0.0,0.0,0.524609
0.1,0.2,0.1,0.6,0.0,0.0,0.465116
0.1,0.3,0.0,0.0,0.1,0.5,0.507266
0.0,0.2,0.5,0.1,0.0,0.2,0.507382
0.0,0.5,0.1,0.2,0.0,0.2,0.504228
0.2,0.1,0.2,0.5,0.0,0.0,0.4462779999999999
0.1,0.3,0.2,0.0,0.0,0.4,0.4984949999999999
0.1,0.0,0.0,0.0,0.2,0.7,0.44606
0.3,0.3,0.0,0.3,0.0,0.1,0.4986489999999999
0.0,0.5,0.0,0.2,0.0,0.3,0.492013
0.0,0.0,0.1,0.6,0.2,0.1,0.4275279999999999
0.0,0.0,0.2,0.3,0.2,0.3,0.474706
0.4,0.2,0.0,0.3,0.0,0.1,0.480182
0.0,0.2,0.0,0.3,0.3,0.2,0.429317
0.1,0.0,0.0,0.1,0.3,0.5,0.44811
0.5,0.0,0.2,0.0,0.0,0.3,0.527105
0.0,0.2,0.3,0.0,0.3,0.2,0.497324
0.2,0.1,0.0,0.6,0.0,0.1,0.468814
0.0,0.0,0.5,0.3,0.2,0.0,0.467667
0.1,0.4,0.0,0.3,0.2,0.0,0.4640899999999999
0.5,0.0,0.0,0.0,0.1,0.4,0.455491
0.7,0.0,0.0,0.2,0.1,0.0,0.4677989999999999
0.2,0.0,0.1,0.3,0.0,0.4,0.4828979999999999
0.0,0.0,0.3,0.1,0.0,0.6,0.47476
0.2,0.5,0.0,0.2,0.0,0.1,0.534111
0.3,0.3,0.1,0.0,0.0,0.3,0.4997899999999999
0.0,0.1,0.0,0.8,0.1,0.0,0.423407
0.0,0.1,0.7,0.1,0.1,0.0,0.4823479999999999
0.0,0.0,0.6,0.1,0.0,0.3,0.4796189999999999
0.4,0.0,0.2,0.1,0.3,0.0,0.41452
0.2,0.0,0.1,0.3,0.4,0.0,0.412386
0.3,0.0,0.3,0.0,0.2,0.2,0.479488
0.0,0.1,0.4,0.5,0.0,0.0,0.454897
0.0,0.0,0.2,0.0,0.3,0.5,0.461084
0.4,0.1,0.0,0.1,0.0,0.4,0.496174
0.0,0.2,0.0,0.3,0.5,0.0,0.425085
0.2,0.0,0.5,0.1,0.0,0.2,0.489039
0.0,0.0,0.1,0.4,0.2,0.3,0.45308
0.0,0.0,0.2,0.0,0.7,0.1,0.4647729999999999
0.0,0.2,0.1,0.5,0.0,0.2,0.474564
0.2,0.2,0.0,0.3,0.0,0.3,0.5081060000000001
0.0,0.1,0.2,0.0,0.7,0.0,0.471815
0.7,0.0,0.2,0.0,0.0,0.1,0.576554
0.2,0.3,0.4,0.1,0.0,0.0,0.518155
0.1,0.6,0.0,0.0,0.1,0.2,0.511599
0.2,0.1,0.5,0.2,0.0,0.0,0.4927069999999999
0.4,0.2,0.3,0.1,0.0,0.0,0.497471
0.2,0.0,0.0,0.1,0.6,0.1,0.403032
0.3,0.0,0.0,0.1,0.3,0.3,0.407379
0.3,0.7,0.0,0.0,0.0,0.0,0.6012810000000001
0.0,0.3,0.0,0.2,0.1,0.4,0.541343
0.3,0.6,0.0,0.0,0.0,0.1,0.5567850000000001
0.1,0.0,0.1,0.0,0.4,0.4,0.4675979999999999
0.0,0.4,0.1,0.4,0.0,0.1,0.50559
0.0,0.4,0.0,0.2,0.1,0.3,0.514502
0.6,0.1,0.0,0.3,0.0,0.0,0.536389
0.0,0.1,0.1,0.8,0.0,0.0,0.4382689999999999
0.0,0.2,0.0,0.3,0.0,0.5,0.576711
0.3,0.3,0.0,0.4,0.0,0.0,0.490584
0.0,0.0,0.9,0.0,0.1,0.0,0.454418
0.0,0.3,0.0,0.2,0.0,0.5,0.565188
0.2,0.2,0.0,0.5,0.0,0.1,0.467704
0.5,0.1,0.0,0.0,0.3,0.1,0.452596
0.0,0.2,0.0,0.2,0.1,0.5,0.5094029999999999
0.0,0.3,0.1,0.4,0.0,0.2,0.520459
0.1,0.1,0.5,0.0,0.0,0.3,0.522425
0.0,0.0,0.0,0.2,0.3,0.5,0.4483399999999999
0.0,0.5,0.1,0.2,0.2,0.0,0.459522
0.4,0.2,0.0,0.1,0.0,0.3,0.500232
0.0,0.3,0.0,0.2,0.2,0.3,0.4709489999999999
0.1,0.5,0.0,0.2,0.2,0.0,0.46256
0.3,0.2,0.2,0.0,0.0,0.3,0.496733
0.0,0.4,0.2,0.0,0.4,0.0,0.454952
0.5,0.4,0.0,0.0,0.1,0.0,0.521084
0.3,0.3,0.2,0.2,0.0,0.0,0.527311
0.2,0.2,0.1,0.5,0.0,0.0,0.468114
0.1,0.0,0.5,0.2,0.0,0.2,0.4598029999999999
0.3,0.1,0.0,0.0,0.2,0.4,0.461347
0.1,0.0,0.2,0.0,0.1,0.6,0.476952
0.2,0.0,0.5,0.3,0.0,0.0,0.486406
0.6,0.0,0.1,0.0,0.0,0.3,0.597196
0.1,0.7,0.1,0.0,0.0,0.1,0.603494
0.1,0.5,0.2,0.0,0.0,0.2,0.541405
0.0,0.0,0.4,0.0,0.2,0.4,0.478828
0.1,0.0,0.3,0.0,0.4,0.2,0.463234
0.1,0.0,0.0,0.2,0.6,0.1,0.431151
0.0,0.1,0.2,0.0,0.2,0.5,0.485195
0.0,0.1,0.3,0.3,0.0,0.3,0.538464
0.0,0.1,0.6,0.0,0.0,0.3,0.531878
0.0,0.2,0.1,0.0,0.0,0.7,0.500536
0.5,0.0,0.0,0.4,0.1,0.0,0.445716
0.2,0.0,0.4,0.4,0.0,0.0,0.437005
0.4,0.0,0.2,0.0,0.1,0.3,0.478563
0.0,0.7,0.0,0.0,0.2,0.1,0.500193
0.2,0.0,0.1,0.0,0.0,0.7,0.520714
0.0,0.2,0.0,0.0,0.7,0.1,0.483334
0.9,0.1,0.0,0.0,0.0,0.0,0.592546
0.0,0.5,0.0,0.0,0.0,0.5,0.549953
0.0,0.2,0.0,0.1,0.6,0.1,0.453352
0.0,0.0,0.0,0.4,0.1,0.5,0.436964
0.0,0.0,0.0,0.2,0.5,0.3,0.448135
0.4,0.2,0.3,0.0,0.1,0.0,0.4877689999999999
0.2,0.0,0.0,0.0,0.1,0.7,0.468922
0.0,0.2,0.4,0.4,0.0,0.0,0.457049
0.0,0.1,0.5,0.2,0.2,0.0,0.4796439999999999
0.0,0.3,0.1,0.3,0.0,0.3,0.504957
0.1,0.0,0.2,0.3,0.4,0.0,0.424012
0.5,0.2,0.0,0.3,0.0,0.0,0.513822
0.0,0.1,0.1,0.4,0.4,0.0,0.434154
0.2,0.5,0.2,0.1,0.0,0.0,0.528608
0.0,0.0,0.2,0.1,0.3,0.4,0.457349
0.2,0.6,0.1,0.1,0.0,0.0,0.587707
0.1,0.2,0.0,0.7,0.0,0.0,0.490852
0.0,0.3,0.2,0.1,0.0,0.4,0.5857600000000001
0.4,0.0,0.3,0.1,0.0,0.2,0.5496310000000001
0.0,0.3,0.1,0.0,0.2,0.4,0.48943
0.4,0.1,0.0,0.3,0.0,0.2,0.494349
0.0,0.6,0.0,0.0,0.1,0.3,0.49188
0.0,0.7,0.3,0.0,0.0,0.0,0.505228
0.1,0.0,0.0,0.8,0.1,0.0,0.408578
0.1,0.0,0.3,0.5,0.1,0.0,0.409148
0.1,0.0,0.7,0.0,0.2,0.0,0.464955
0.1,0.0,0.2,0.4,0.3,0.0,0.417817
0.0,0.1,0.1,0.2,0.0,0.6,0.50908
0.1,0.0,0.0,0.1,0.7,0.1,0.45024
0.7,0.0,0.0,0.1,0.2,0.0,0.462018
0.1,0.6,0.0,0.1,0.0,0.2,0.514219
0.0,0.4,0.1,0.0,0.2,0.3,0.502514
0.0,0.6,0.0,0.0,0.4,0.0,0.472787
0.1,0.1,0.0,0.5,0.3,0.0,0.411412
0.3,0.0,0.2,0.0,0.5,0.0,0.4392529999999999
0.6,0.0,0.0,0.1,0.1,0.2,0.478548
0.5,0.2,0.2,0.0,0.0,0.1,0.517159
0.3,0.0,0.4,0.1,0.0,0.2,0.5077119999999999
0.1,0.2,0.0,0.6,0.0,0.1,0.4799989999999999
0.3,0.0,0.0,0.0,0.7,0.0,0.4392029999999999
0.0,0.9,0.0,0.1,0.0,0.0,0.509632
0.0,0.3,0.3,0.2,0.2,0.0,0.457708
0.0,0.5,0.3,0.1,0.0,0.1,0.499291
0.1,0.0,0.1,0.7,0.1,0.0,0.408617
0.0,0.1,0.1,0.0,0.5,0.3,0.463754
0.4,0.3,0.0,0.1,0.2,0.0,0.4706939999999999
0.5,0.0,0.5,0.0,0.0,0.0,0.509016
0.0,0.3,0.6,0.0,0.0,0.1,0.5459579999999999
0.0,0.3,0.1,0.0,0.0,0.6,0.602445
0.3,0.0,0.4,0.2,0.0,0.1,0.510877
0.5,0.1,0.0,0.4,0.0,0.0,0.491351
0.0,0.1,0.4,0.2,0.3,0.0,0.466147
0.2,0.1,0.0,0.7,0.0,0.0,0.4648319999999999
0.0,0.0,0.4,0.0,0.0,0.6,0.554321
0.4,0.1,0.2,0.0,0.0,0.3,0.534818
0.1,0.0,0.0,0.6,0.1,0.2,0.408403
0.3,0.0,0.1,0.0,0.5,0.1,0.44501
0.3,0.3,0.3,0.0,0.1,0.0,0.496461
0.6,0.1,0.0,0.0,0.1,0.2,0.491515
0.3,0.0,0.3,0.0,0.4,0.0,0.446957
0.0,0.5,0.0,0.2,0.1,0.2,0.497446
0.0,0.1,0.5,0.3,0.1,0.0,0.4986239999999999
0.3,0.2,0.0,0.1,0.0,0.4,0.550004
0.0,0.5,0.0,0.4,0.0,0.1,0.518564
0.0,0.0,0.6,0.0,0.0,0.4,0.527806
0.3,0.0,0.4,0.0,0.2,0.1,0.460538
0.3,0.4,0.2,0.1,0.0,0.0,0.501062
0.1,0.7,0.1,0.0,0.1,0.0,0.485313
0.1,0.3,0.1,0.0,0.5,0.0,0.4377819999999999
0.3,0.0,0.5,0.2,0.0,0.0,0.4839029999999999
0.1,0.5,0.2,0.0,0.2,0.0,0.478513
0.0,0.1,0.0,0.8,0.0,0.1,0.450966
0.0,0.0,0.2,0.5,0.3,0.0,0.43898
0.3,0.5,0.1,0.0,0.1,0.0,0.512421
0.0,0.3,0.2,0.0,0.3,0.2,0.4885899999999999
0.0,0.0,0.1,0.2,0.6,0.1,0.445109
0.4,0.0,0.0,0.0,0.3,0.3,0.4255779999999999
0.0,0.4,0.4,0.0,0.0,0.2,0.549142
0.4,0.1,0.3,0.0,0.0,0.2,0.593065
0.0,0.5,0.0,0.3,0.1,0.1,0.493875
0.0,0.4,0.0,0.3,0.1,0.2,0.493093
0.1,0.3,0.5,0.1,0.0,0.0,0.493119
0.0,0.1,0.0,0.2,0.6,0.1,0.457105
0.0,0.0,0.0,0.5,0.0,0.5,0.4813489999999999
0.0,0.1,0.5,0.0,0.3,0.1,0.4650319999999999
0.5,0.0,0.0,0.0,0.2,0.3,0.4537989999999999
0.8,0.0,0.0,0.1,0.0,0.1,0.605721
0.0,0.3,0.7,0.0,0.0,0.0,0.516292
0.0,0.4,0.4,0.1,0.1,0.0,0.479855
0.1,0.4,0.1,0.0,0.4,0.0,0.454883
0.3,0.4,0.0,0.1,0.2,0.0,0.486441
0.0,0.3,0.2,0.0,0.2,0.3,0.473354
0.3,0.0,0.0,0.1,0.5,0.1,0.411908
0.1,0.0,0.5,0.0,0.4,0.0,0.4614069999999999
0.3,0.1,0.0,0.5,0.1,0.0,0.439237
0.4,0.2,0.0,0.1,0.3,0.0,0.4599359999999999
0.5,0.3,0.1,0.0,0.0,0.1,0.555124
0.1,0.5,0.0,0.0,0.0,0.4,0.605036
0.2,0.5,0.1,0.0,0.0,0.2,0.533317
0.0,0.4,0.0,0.1,0.2,0.3,0.500426
0.0,0.3,0.3,0.0,0.1,0.3,0.521598
0.5,0.0,0.1,0.0,0.0,0.4,0.536975
0.0,0.1,0.2,0.0,0.5,0.2,0.4794989999999999
0.0,0.3,0.0,0.3,0.1,0.3,0.4938
0.6,0.1,0.2,0.1,0.0,0.0,0.530307
0.0,0.4,0.0,0.2,0.0,0.4,0.544235
0.0,0.1,0.1,0.7,0.0,0.1,0.442644
0.0,0.1,0.0,0.2,0.5,0.2,0.461366
0.0,0.0,0.0,0.1,0.0,0.9,0.495938
0.1,0.0,0.3,0.3,0.0,0.3,0.495827
0.0,0.2,0.0,0.5,0.2,0.1,0.432921
0.5,0.0,0.4,0.1,0.0,0.0,0.535274
0.0,0.0,0.5,0.0,0.0,0.5,0.487533
0.7,0.0,0.1,0.1,0.1,0.0,0.465442
0.1,0.0,0.3,0.2,0.4,0.0,0.442102
0.0,0.3,0.2,0.2,0.3,0.0,0.423832
0.0,0.1,0.3,0.0,0.5,0.1,0.48935
0.1,0.5,0.1,0.0,0.0,0.3,0.546976
0.0,0.3,0.0,0.1,0.6,0.0,0.46726
0.2,0.7,0.0,0.0,0.1,0.0,0.521835
0.0,0.4,0.2,0.4,0.0,0.0,0.497092
0.2,0.0,0.3,0.2,0.0,0.3,0.521716
0.3,0.3,0.2,0.0,0.2,0.0,0.464539
0.4,0.0,0.0,0.2,0.4,0.0,0.420998
0.1,0.7,0.0,0.1,0.0,0.1,0.503825
0.6,0.0,0.1,0.3,0.0,0.0,0.487551
0.1,0.2,0.0,0.0,0.2,0.5,0.478992
0.0,0.0,0.3,0.0,0.2,0.5,0.478589
0.0,0.0,0.0,0.4,0.4,0.2,0.42749
0.2,0.1,0.0,0.2,0.5,0.0,0.4142939999999999
0.0,0.3,0.2,0.4,0.0,0.1,0.465576
0.0,0.4,0.2,0.0,0.3,0.1,0.454847
0.3,0.0,0.1,0.5,0.1,0.0,0.408781
0.0,0.2,0.1,0.6,0.0,0.1,0.445846
0.5,0.0,0.0,0.1,0.2,0.2,0.438084
0.1,0.0,0.3,0.2,0.0,0.4,0.4901189999999999
0.3,0.2,0.0,0.4,0.0,0.1,0.528977
0.2,0.6,0.0,0.0,0.1,0.1,0.53382
0.3,0.0,0.1,0.1,0.0,0.5,0.541431
0.1,0.3,0.0,0.4,0.0,0.2,0.505796
0.0,0.3,0.0,0.5,0.1,0.1,0.4635039999999999
0.0,0.0,0.8,0.1,0.1,0.0,0.473441
0.5,0.0,0.1,0.0,0.1,0.3,0.48639
0.3,0.0,0.6,0.0,0.0,0.1,0.4752149999999999
0.4,0.0,0.0,0.1,0.3,0.2,0.421684
0.2,0.0,0.0,0.0,0.4,0.4,0.449902
0.6,0.1,0.0,0.0,0.0,0.3,0.485658
0.0,0.1,0.0,0.3,0.3,0.3,0.456476
0.0,0.1,0.0,0.1,0.4,0.4,0.482912
0.4,0.3,0.0,0.0,0.0,0.3,0.541176
0.2,0.1,0.0,0.3,0.4,0.0,0.416917
0.0,0.2,0.0,0.0,0.3,0.5,0.4752159999999999
0.2,0.0,0.2,0.0,0.5,0.1,0.468264
0.0,0.3,0.5,0.1,0.1,0.0,0.484376
0.0,0.2,0.5,0.1,0.2,0.0,0.478597
0.0,0.3,0.0,0.1,0.3,0.3,0.489406
0.4,0.0,0.1,0.5,0.0,0.0,0.456586
0.0,0.4,0.0,0.5,0.0,0.1,0.497564
0.1,0.0,0.5,0.1,0.0,0.3,0.519543
0.0,0.1,0.3,0.1,0.0,0.5,0.510935
0.0,0.5,0.4,0.0,0.0,0.1,0.535658
0.3,0.2,0.0,0.0,0.4,0.1,0.462154
0.2,0.1,0.0,0.4,0.0,0.3,0.4754779999999999
0.2,0.0,0.3,0.3,0.0,0.2,0.489985
0.4,0.0,0.1,0.4,0.1,0.0,0.424937
0.2,0.1,0.6,0.1,0.0,0.0,0.502792
0.0,0.2,0.3,0.0,0.1,0.4,0.484411
0.0,0.1,0.4,0.0,0.2,0.3,0.4933399999999999
0.1,0.1,0.0,0.6,0.0,0.2,0.470327
0.1,0.3,0.0,0.3,0.3,0.0,0.449329
0.2,0.3,0.5,0.0,0.0,0.0,0.504704
0.0,0.3,0.0,0.4,0.3,0.0,0.4470979999999999
0.4,0.0,0.1,0.4,0.0,0.1,0.4509
0.3,0.0,0.0,0.2,0.2,0.3,0.424566
0.2,0.0,0.4,0.0,0.4,0.0,0.450213
0.2,0.0,0.0,0.3,0.5,0.0,0.417707
0.0,0.1,0.0,0.0,0.1,0.8,0.474442
0.0,0.0,0.1,0.0,0.2,0.7,0.445429
0.4,0.1,0.0,0.4,0.1,0.0,0.449981
0.3,0.3,0.0,0.0,0.2,0.2,0.48845
0.0,0.9,0.0,0.0,0.0,0.1,0.597589
0.2,0.6,0.0,0.1,0.0,0.1,0.53693
0.3,0.0,0.6,0.1,0.0,0.0,0.5188229999999999
0.0,0.4,0.0,0.2,0.4,0.0,0.4633739999999999
0.1,0.6,0.2,0.1,0.0,0.0,0.5283140000000001
0.0,0.2,0.0,0.7,0.1,0.0,0.439241
0.3,0.5,0.0,0.0,0.2,0.0,0.472404
0.2,0.1,0.0,0.0,0.5,0.2,0.454692
0.6,0.1,0.0,0.0,0.3,0.0,0.445884
0.1,0.0,0.0,0.1,0.6,0.2,0.437312
0.4,0.3,0.0,0.2,0.0,0.1,0.523359
0.1,0.0,0.4,0.0,0.3,0.2,0.472041
0.0,0.0,0.4,0.3,0.3,0.0,0.458434
